Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1740110100.4712758,-0.99,-0.001,-0.006,0.021,1740110100.471258,1.01,-2.3,1740110100.463879,0,1740110100.4700687,-0.8000000000000003,-0.008000000000000004,1740110100.4712882,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110101.4782574,-0.99,-0.001,-0.006,0.021,1740110101.47824,1.01,-2.3,1740110101.4775116,0,1740110101.4777586,-0.8000000000000003,-0.008000000000000004,1740110101.478269,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110102.479462,-0.99,-0.001,-0.006,0.021,1740110102.479445,1.01,-2.3,1740110102.4790363,0,1740110102.4792926,-0.8000000000000003,-0.008000000000000004,1740110102.4794886,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110103.4814143,-0.99,-0.001,-0.006,0.021,1740110103.481369,1.01,-2.3,1740110103.4810095,0,1740110103.4812043,-0.8000000000000003,-0.008000000000000004,1740110103.4814274,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110104.4813514,-0.99,-0.001,-0.006,0.021,1740110104.4813328,1.01,-2.3,1740110104.4808354,0,1740110104.481179,-0.8000000000000003,-0.008000000000000004,1740110104.4813645,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110105.4751253,-0.99,-0.001,-0.006,0.021,1740110105.4750795,1.01,-2.3,1740110105.4744756,0,1740110105.474872,-0.8000000000000003,-0.008000000000000004,1740110105.4751537,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110106.4792137,-0.99,-0.001,-0.006,0.021,1740110106.4791949,1.01,-2.3,1740110106.4789183,0,1740110106.479047,-0.8000000000000003,-0.008000000000000004,1740110106.4792264,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110107.4758935,-0.99,-0.001,-0.006,0.021,1740110107.4758737,1.01,-2.3,1740110107.4751773,0,1740110107.4753172,-0.8000000000000003,-0.008000000000000004,1740110107.4759052,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan
1740110108.4825456,-0.99,-0.001,-0.006,0.021,1740110108.4825287,1.01,-2.3,1740110108.4822125,0,1740110108.48235,-0.8000000000000003,-0.008000000000000004,1740110108.4825573,3000.0,100.00095369796384,999.013671875,25.0,1740110084.8020196,nan

1740110194.9748514,nan,nan,nan,nan,1740110194.9747531,nan,nan,1740110194.9729486,nan,1740110194.973964,nan,nan,1740110194.9749107,nan,nan,nan,nan,1740110189.4929037,nan
1740110195.9807549,nan,nan,nan,nan,1740110195.9807367,nan,nan,1740110195.9803212,nan,1740110195.980445,nan,nan,1740110195.9807675,nan,nan,nan,nan,1740110189.4929037,nan
1740110196.9790914,nan,nan,nan,nan,1740110196.9790726,nan,nan,1740110196.9782064,nan,1740110196.9789114,nan,nan,1740110196.9791033,nan,nan,nan,nan,1740110189.4929037,nan

1740110264.475046,nan,nan,nan,nan,1740110264.4749904,nan,nan,1740110264.4730523,nan,1740110264.4740741,nan,nan,1740110264.4750946,nan,nan,nan,nan,1740110260.8737879,nan
1740110265.481387,nan,nan,nan,nan,1740110265.4813676,nan,nan,1740110265.4752731,nan,1740110265.4811642,nan,nan,1740110265.4813988,nan,nan,nan,nan,1740110260.8737879,nan
1740110266.4809742,nan,nan,nan,nan,1740110266.480956,nan,nan,1740110266.480533,nan,1740110266.4807677,nan,nan,1740110266.4809859,nan,nan,nan,nan,1740110260.8737879,nan
1740110267.4817965,nan,nan,nan,nan,1740110267.4817805,nan,nan,1740110267.481225,nan,1740110267.4815779,nan,nan,1740110267.4818077,nan,nan,nan,nan,1740110260.8737879,nan
1740110268.4820986,nan,nan,nan,nan,1740110268.4820805,nan,nan,1740110268.48122,nan,1740110268.481385,nan,nan,1740110268.4821253,nan,nan,nan,nan,1740110260.8737879,nan
1740110269.4814646,nan,nan,nan,nan,1740110269.4814143,nan,nan,1740110269.4809878,nan,1740110269.4812443,nan,nan,1740110269.481477,nan,nan,nan,nan,1740110260.8737879,nan
1740110270.4825993,nan,nan,nan,nan,1740110270.4825857,nan,nan,1740110270.4822202,nan,1740110270.482408,nan,nan,1740110270.4826097,nan,nan,nan,nan,1740110260.8737879,nan
1740110271.4818292,nan,nan,nan,nan,1740110271.4818118,nan,nan,1740110271.4806402,nan,1740110271.4813743,nan,nan,1740110271.4818408,nan,nan,nan,nan,1740110260.8737879,nan
1740110272.4813895,nan,nan,nan,nan,1740110272.4813774,nan,nan,1740110272.4810188,nan,1740110272.4812324,nan,nan,1740110272.481399,nan,nan,nan,nan,1740110260.8737879,nan
