Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C)
1740108032.9764338,-0.99,-0.001,-0.006,0.021,1740108032.9763968,1.01,-2.3,1740108025.2119007,nan,1740108032.9761353,-0.8000000000000003,-0.008000000000000004,1740108032.9764457,3000.0,100.00095369796384,999.013671875,25.0
1740108033.9787703,-0.99,-0.001,-0.006,0.021,1740108033.9787505,1.01,-2.3,1740108025.2119007,nan,1740108033.9782271,-0.8000000000000003,-0.008000000000000004,1740108033.9787824,3000.0,100.00095369796384,999.013671875,25.0
1740108035.010425,-0.99,-0.001,-0.006,0.021,1740108035.0104017,1.01,-2.3,1740108025.2119007,nan,1740108034.990123,-0.8000000000000003,-0.008000000000000004,1740108035.0104375,3000.0,100.00095369796384,999.013671875,25.0

1740108063.4744675,-0.99,-0.001,-0.006,0.021,1740108063.4744499,1.01,-2.3,1740108059.7061083,nan,1740108063.4743187,-0.8000000000000003,-0.008000000000000004,1740108063.4744797,3000.0,100.00095369796384,999.013671875,25.0
1740108064.495761,-0.99,-0.001,-0.006,0.021,1740108064.4956713,1.01,-2.3,1740108059.7061083,nan,1740108064.4920237,-0.8000000000000003,-0.008000000000000004,1740108064.4958227,3000.0,100.00095369796384,999.013671875,25.0

1740108090.0150013,-0.99,-0.001,-0.006,0.021,1740108090.0149882,1.01,-2.3,1740108085.5597458,nan,1740108090.0148368,-0.8000000000000003,-0.008000000000000004,1740108090.015013,3000.0,100.00095369796384,999.013671875,25.0
1740108090.0150013,-0.99,-0.001,-0.006,0.021,1740108090.0149882,1.01,-2.3,1740108085.5597458,nan,1740108090.0148368,-0.8000000000000003,-0.008000000000000004,1740108090.015013,3000.0,100.00095369796384,999.013671875,25.0
1740108090.975989,-0.99,-0.001,-0.006,0.021,1740108090.9759727,1.01,-2.3,1740108085.5597458,nan,1740108090.9756527,-0.8000000000000003,-0.008000000000000004,1740108090.9760008,3000.0,100.00095369796384,999.013671875,25.0
1740108091.9776716,-0.99,-0.001,-0.006,0.021,1740108091.9776554,1.01,-2.3,1740108085.5597458,nan,1740108091.9769452,-0.8000000000000003,-0.008000000000000004,1740108091.9776835,3000.0,100.00095369796384,999.013671875,25.0






1740108238.4798548,-0.99,-0.001,-0.006,0.021,1740108238.4798367,1.01,-2.3,1740108233.7832575,nan,1740108238.4796748,-0.8000000000000003,-0.008000000000000004,1740108238.479868,3000.0,100.00095369796384,999.013671875,25.0
1740108238.4798548,-0.99,-0.001,-0.006,0.021,1740108238.4798367,1.01,-2.3,1740108233.7832575,nan,1740108238.4796748,-0.8000000000000003,-0.008000000000000004,1740108238.479868,3000.0,100.00095369796384,999.013671875,25.0
1740108239.4759085,-0.99,-0.001,-0.006,0.021,1740108239.4758973,1.01,-2.3,1740108233.7832575,nan,1740108239.4757917,-0.8000000000000003,-0.008000000000000004,1740108239.4759188,3000.0,100.00095369796384,999.013671875,25.0
1740108240.5071728,-0.99,-0.001,-0.006,0.021,1740108240.5071514,1.01,-2.3,1740108233.7832575,nan,1740108240.5008342,-0.8000000000000003,-0.008000000000000004,1740108240.5071855,3000.0,100.00095369796384,999.013671875,25.0
1740108241.4773006,-0.99,-0.001,-0.006,0.021,1740108241.4772844,1.01,-2.3,1740108233.7832575,nan,1740108241.4771676,-0.8000000000000003,-0.008000000000000004,1740108241.477313,3000.0,100.00095369796384,999.013671875,25.0
1740108242.5079048,-0.99,-0.001,-0.006,0.021,1740108242.5078883,1.01,-2.3,1740108233.7832575,nan,1740108242.507737,-0.8000000000000003,-0.008000000000000004,1740108242.5079167,3000.0,100.00095369796384,999.013671875,25.0
1740108243.5069523,-0.99,-0.001,-0.006,0.021,1740108243.5069408,1.01,-2.3,1740108233.7832575,nan,1740108243.506834,-0.8000000000000003,-0.008000000000000004,1740108243.5069628,3000.0,100.00095369796384,999.013671875,25.0
1740108244.4996462,-0.99,-0.001,-0.006,0.021,1740108244.499628,1.01,-2.3,1740108233.7832575,nan,1740108244.4993668,-0.8000000000000003,-0.008000000000000004,1740108244.4996583,3000.0,100.00095369796384,999.013671875,25.0
1740108246.4980743,-0.99,-0.001,-0.006,0.021,1740108246.498004,1.01,-2.3,1740108233.7832575,nan,1740108246.4968925,-0.8000000000000003,-0.008000000000000004,1740108246.4981205,3000.0,100.00095369796384,999.013671875,25.0
1740108246.4980743,-0.99,-0.001,-0.006,0.021,1740108246.498004,1.01,-2.3,1740108233.7832575,nan,1740108246.4968925,-0.8000000000000003,-0.008000000000000004,1740108246.4981205,3000.0,100.00095369796384,999.013671875,25.0
1740108247.475507,-0.99,-0.001,-0.006,0.021,1740108247.4754708,1.01,-2.3,1740108233.7832575,nan,1740108247.4753149,-0.8000000000000003,-0.008000000000000004,1740108247.4755182,3000.0,100.00095369796384,999.013671875,25.0
1740108551.4748418,nan,nan,nan,nan,1740108551.4747503,1.01,-2.3,1740108551.4730968,0,1740108551.473976,-0.8000000000000003,-0.008000000000000004,1740108551.4749048,3000.0,100.00095369796384,999.013671875,25.0
1740108551.4748418,nan,nan,nan,nan,1740108551.4747503,1.01,-2.3,1740108551.4730968,0,1740108551.473976,-0.8000000000000003,-0.008000000000000004,1740108551.4749048,3000.0,100.00095369796384,999.013671875,25.0
1740108552.480028,nan,nan,nan,nan,1740108552.4800165,1.01,-2.3,1740108552.474419,0,1740108552.4798656,-0.8000000000000003,-0.008000000000000004,1740108552.4800382,3000.0,100.00095369796384,999.013671875,25.0
1740108553.4755971,nan,nan,nan,nan,1740108553.47558,1.01,-2.3,1740108553.4751778,0,1740108553.475351,-0.8000000000000003,-0.008000000000000004,1740108553.4756095,3000.0,100.00095369796384,999.013671875,25.0
1740108554.4806004,nan,nan,nan,nan,1740108554.480589,1.01,-2.3,1740108554.4802992,0,1740108554.4804401,-0.8000000000000003,-0.008000000000000004,1740108554.4806108,3000.0,100.00095369796384,999.013671875,25.0
1740108555.4752443,nan,nan,nan,nan,1740108555.4752274,1.01,-2.3,1740108555.4748847,0,1740108555.4750712,-0.8000000000000003,-0.008000000000000004,1740108555.4752567,3000.0,100.00095369796384,999.013671875,25.0
1740108556.5093157,nan,nan,nan,nan,1740108556.5092852,1.01,-2.3,1740108556.4814138,0,1740108556.5091178,-0.8000000000000003,-0.008000000000000004,1740108556.5093384,3000.0,100.00095369796384,999.013671875,25.0
1740108557.481031,nan,nan,nan,nan,1740108557.4810147,1.01,-2.3,1740108557.4802716,0,1740108557.480472,-0.8000000000000003,-0.008000000000000004,1740108557.4810426,3000.0,100.00095369796384,999.013671875,25.0
1740108558.4804573,nan,nan,nan,nan,1740108558.4804425,1.01,-2.3,1740108558.4801836,0,1740108558.480339,-0.8000000000000003,-0.008000000000000004,1740108558.4804726,3000.0,100.00095369796384,999.013671875,25.0
1740108559.480791,nan,nan,nan,nan,1740108559.4807725,1.01,-2.3,1740108559.4803743,0,1740108559.4806504,-0.8000000000000003,-0.008000000000000004,1740108559.4808023,3000.0,100.00095369796384,999.013671875,25.0
1740108560.512208,nan,nan,nan,nan,1740108560.5121636,1.01,-2.3,1740108560.4810479,0,1740108560.48886,-0.8000000000000003,-0.008000000000000004,1740108560.5122344,3000.0,100.00095369796384,999.013671875,25.0
1740108561.5082753,nan,nan,nan,nan,1740108561.508259,1.01,-2.3,1740108561.4887402,0,1740108561.5081449,-0.8000000000000003,-0.008000000000000004,1740108561.508287,3000.0,100.00095369796384,999.013671875,25.0
1740108562.511212,nan,nan,nan,nan,1740108562.5111904,1.01,-2.3,1740108562.4891582,0,1740108562.4942482,-0.8000000000000003,-0.008000000000000004,1740108562.511224,3000.0,100.00095369796384,999.013671875,25.0
1740108563.4808936,nan,nan,nan,nan,1740108563.4808776,1.01,-2.3,1740108563.4806051,0,1740108563.4807334,-0.8000000000000003,-0.008000000000000004,1740108563.4809053,3000.0,100.00095369796384,999.013671875,25.0
1740108564.480991,nan,nan,nan,nan,1740108564.4809797,1.01,-2.3,1740108564.4802358,0,1740108564.4808676,-0.8000000000000003,-0.008000000000000004,1740108564.4810016,3000.0,100.00095369796384,999.013671875,25.0
1740108565.4808602,nan,nan,nan,nan,1740108565.4808495,1.01,-2.3,1740108565.4804957,0,1740108565.480663,-0.8000000000000003,-0.008000000000000004,1740108565.4808705,3000.0,100.00095369796384,999.013671875,25.0
1740108566.4809155,nan,nan,nan,nan,1740108566.4809043,1.01,-2.3,1740108566.4806032,0,1740108566.480762,-0.8000000000000003,-0.008000000000000004,1740108566.4809263,3000.0,100.00095369796384,999.013671875,25.0
1740108567.5165389,nan,nan,nan,nan,1740108567.516501,1.01,-2.3,1740108567.489446,0,1740108567.5162084,-0.8000000000000003,-0.008000000000000004,1740108567.5165644,3000.0,100.00095369796384,999.013671875,25.0
1740108568.4812539,nan,nan,nan,nan,1740108568.4812367,1.01,-2.3,1740108568.480882,0,1740108568.481059,-0.8000000000000003,-0.008000000000000004,1740108568.4812653,3000.0,100.00095369796384,999.013671875,25.0
1740108569.513254,nan,nan,nan,nan,1740108569.5132222,1.01,-2.3,1740108569.4888875,0,1740108569.5130303,-0.8000000000000003,-0.008000000000000004,1740108569.5132759,3000.0,100.00095369796384,999.013671875,25.0
1740108570.480863,nan,nan,nan,nan,1740108570.480828,1.01,-2.3,1740108570.4805548,0,1740108570.480702,-0.8000000000000003,-0.008000000000000004,1740108570.480874,3000.0,100.00095369796384,999.013671875,25.0
1740108571.5056243,nan,nan,nan,nan,1740108571.505607,1.01,-2.3,1740108571.4891171,0,1740108571.5045118,-0.8000000000000003,-0.008000000000000004,1740108571.505637,3000.0,100.00095369796384,999.013671875,25.0
1740108572.4809897,nan,nan,nan,nan,1740108572.4809542,1.01,-2.3,1740108572.4806557,0,1740108572.4807818,-0.8000000000000003,-0.008000000000000004,1740108572.4810016,3000.0,100.00095369796384,999.013671875,25.0
1740108573.4814465,nan,nan,nan,nan,1740108573.4814286,1.01,-2.3,1740108573.4811463,0,1740108573.4812963,-0.8000000000000003,-0.008000000000000004,1740108573.4814622,3000.0,100.00095369796384,999.013671875,25.0
1740108574.4815347,nan,nan,nan,nan,1740108574.4815073,1.01,-2.3,1740108574.4812756,0,1740108574.4813986,-0.8000000000000003,-0.008000000000000004,1740108574.4815645,3000.0,100.00095369796384,999.013671875,25.0
1740108575.4809437,nan,nan,nan,nan,1740108575.480932,1.01,-2.3,1740108575.4806807,0,1740108575.4808166,-0.8000000000000003,-0.008000000000000004,1740108575.4809535,3000.0,100.00095369796384,999.013671875,25.0
1740108576.4813826,nan,nan,nan,nan,1740108576.4813645,1.01,-2.3,1740108576.481024,0,1740108576.481199,-0.8000000000000003,-0.008000000000000004,1740108576.481395,3000.0,100.00095369796384,999.013671875,25.0
1740108577.4813037,nan,nan,nan,nan,1740108577.4812875,1.01,-2.3,1740108577.481044,0,1740108577.4811907,-0.8000000000000003,-0.008000000000000004,1740108577.4813163,3000.0,100.00095369796384,999.013671875,25.0
1740108579.481343,nan,nan,nan,nan,1740108579.481331,1.01,-2.3,1740108579.4809453,0,1740108579.4810743,-0.8000000000000003,-0.008000000000000004,1740108579.4813533,3000.0,100.00095369796384,999.013671875,25.0
1740108579.481343,nan,nan,nan,nan,1740108579.481331,1.01,-2.3,1740108579.4809453,0,1740108579.4810743,-0.8000000000000003,-0.008000000000000004,1740108579.4813533,3000.0,100.00095369796384,999.013671875,25.0
1740108580.480972,nan,nan,nan,nan,1740108580.4809608,1.01,-2.3,1740108580.4806993,0,1740108580.4808373,-0.8000000000000003,-0.008000000000000004,1740108580.4809825,3000.0,100.00095369796384,999.013671875,25.0
1740108581.4803362,nan,nan,nan,nan,1740108581.4803193,1.01,-2.3,1740108581.4800527,0,1740108581.4801857,-0.8000000000000003,-0.008000000000000004,1740108581.4803476,3000.0,100.00095369796384,999.013671875,25.0
1740108582.5073776,nan,nan,nan,nan,1740108582.5073667,1.01,-2.3,1740108582.507073,0,1740108582.5072339,-0.8000000000000003,-0.008000000000000004,1740108582.507388,3000.0,100.00095369796384,999.013671875,25.0
1740108583.5104494,nan,nan,nan,nan,1740108583.510418,1.01,-2.3,1740108583.488995,0,1740108583.5101967,-0.8000000000000003,-0.008000000000000004,1740108583.5104775,3000.0,100.00095369796384,999.013671875,25.0
1740108584.5103962,nan,nan,nan,nan,1740108584.5103636,1.01,-2.3,1740108584.4891906,0,1740108584.5101328,-0.8000000000000003,-0.008000000000000004,1740108584.510417,3000.0,100.00095369796384,999.013671875,25.0
1740108594.4804788,nan,nan,nan,nan,1740108594.4804397,1.01,-2.3,1740108594.4795935,0,1740108594.4802558,-0.8000000000000003,-0.008000000000000004,1740108594.48051,3000.0,100.00095369796384,999.013671875,25.0
1740108596.4996831,nan,nan,nan,nan,1740108596.4996517,1.01,-2.3,1740108596.4987988,0,1740108596.4992678,-0.8000000000000003,-0.008000000000000004,1740108596.499711,3000.0,100.00095369796384,999.013671875,25.0
1740108596.4996831,nan,nan,nan,nan,1740108596.4996517,1.01,-2.3,1740108596.4987988,0,1740108596.4992678,-0.8000000000000003,-0.008000000000000004,1740108596.499711,3000.0,100.00095369796384,999.013671875,25.0
1740108597.4724238,nan,nan,nan,nan,1740108597.472406,1.01,-2.3,1740108597.471422,0,1740108597.472233,-0.8000000000000003,-0.008000000000000004,1740108597.4724355,3000.0,100.00095369796384,999.013671875,25.0
1740108598.474735,nan,nan,nan,nan,1740108598.4747186,1.01,-2.3,1740108598.4744208,0,1740108598.4745958,-0.8000000000000003,-0.008000000000000004,1740108598.4747472,3000.0,100.00095369796384,999.013671875,25.0
1740108599.4793267,nan,nan,nan,nan,1740108599.4793098,1.01,-2.3,1740108599.4789338,0,1740108599.4791868,-0.8000000000000003,-0.008000000000000004,1740108599.4793382,3000.0,100.00095369796384,999.013671875,25.0
1740108600.4714806,nan,nan,nan,nan,1740108600.4714694,1.01,-2.3,1740108600.470794,0,1740108600.4709232,-0.8000000000000003,-0.008000000000000004,1740108600.4714913,3000.0,100.00095369796384,999.013671875,25.0
1740108601.475163,nan,nan,nan,nan,1740108601.4751258,1.01,-2.3,1740108601.474751,0,1740108601.4749708,-0.8000000000000003,-0.008000000000000004,1740108601.4751732,3000.0,100.00095369796384,999.013671875,25.0
1740108602.472106,nan,nan,nan,nan,1740108602.4720554,1.01,-2.3,1740108602.4717453,0,1740108602.4719007,-0.8000000000000003,-0.008000000000000004,1740108602.4721189,3000.0,100.00095369796384,999.013671875,25.0
1740108603.4784138,nan,nan,nan,nan,1740108603.4783971,1.01,-2.3,1740108603.4781537,0,1740108603.4782913,-0.8000000000000003,-0.008000000000000004,1740108603.4784248,3000.0,100.00095369796384,999.013671875,25.0
1740108604.4780138,nan,nan,nan,nan,1740108604.4779952,1.01,-2.3,1740108604.4742668,0,1740108604.47448,-0.8000000000000003,-0.008000000000000004,1740108604.478026,3000.0,100.00095369796384,999.013671875,25.0
1740108605.4772477,nan,nan,nan,nan,1740108605.4772344,1.01,-2.3,1740108605.47678,0,1740108605.4769847,-0.8000000000000003,-0.008000000000000004,1740108605.4772775,3000.0,100.00095369796384,999.013671875,25.0














1740108731.4062161,-0.99,-0.001,-0.006,0.021,1740108731.4062045,1.01,nan,1740108731.4059362,0,1740108731.4060779,-0.8000000000000003,-0.008000000000000004,1740108731.4062262,3000.0,100.00095369796384,999.013671875,25.0
1740108732.4637756,-0.99,-0.001,-0.006,0.021,1740108732.4637558,1.01,nan,1740108732.4630952,0,1740108732.4635212,-0.8000000000000003,-0.008000000000000004,1740108732.463789,3000.0,100.00095369796384,999.013671875,25.0
1740108733.4727664,-0.99,-0.001,-0.006,0.021,1740108733.4727485,1.01,nan,1740108733.4723516,0,1740108733.472513,-0.8000000000000003,-0.008000000000000004,1740108733.4727786,3000.0,100.00095369796384,999.013671875,25.0
1740108734.4823775,-0.99,-0.001,-0.006,0.021,1740108734.482365,1.01,nan,1740108734.482072,0,1740108734.482253,-0.8000000000000003,-0.008000000000000004,1740108734.482388,3000.0,100.00095369796384,999.013671875,25.0
1740108736.4760349,-0.99,-0.001,-0.006,0.021,1740108736.4760218,1.01,nan,1740108736.4703467,0,1740108736.4758627,-0.8000000000000003,-0.008000000000000004,1740108736.4760458,3000.0,100.00095369796384,999.013671875,25.0
1740108736.4760349,-0.99,-0.001,-0.006,0.021,1740108736.4760218,1.01,nan,1740108736.4703467,0,1740108736.4758627,-0.8000000000000003,-0.008000000000000004,1740108736.4760458,3000.0,100.00095369796384,999.013671875,25.0
1740108737.4761162,-0.99,-0.001,-0.006,0.021,1740108737.4760988,1.01,nan,1740108737.475674,0,1740108737.475799,-0.8000000000000003,-0.008000000000000004,1740108737.4761286,3000.0,100.00095369796384,999.013671875,25.0
1740108738.4751568,-0.99,-0.001,-0.006,0.021,1740108738.4751403,1.01,nan,1740108738.4749157,0,1740108738.4750562,-0.8000000000000003,-0.008000000000000004,1740108738.475169,3000.0,100.00095369796384,999.013671875,25.0
1740108739.5009115,-0.99,-0.001,-0.006,0.021,1740108739.5008564,1.01,nan,1740108739.4999309,0,1740108739.5003996,-0.8000000000000003,-0.008000000000000004,1740108739.500945,3000.0,100.00095369796384,999.013671875,25.0
1740108740.4747071,-0.99,-0.001,-0.006,0.021,1740108740.4746902,1.01,nan,1740108740.4743466,0,1740108740.4745347,-0.8000000000000003,-0.008000000000000004,1740108740.4747188,3000.0,100.00095369796384,999.013671875,25.0
1740108741.476467,-0.99,-0.001,-0.006,0.021,1740108741.4764504,1.01,nan,1740108741.475939,0,1740108741.4761007,-0.8000000000000003,-0.008000000000000004,1740108741.4765072,3000.0,100.00095369796384,999.013671875,25.0
1740108742.4759884,-0.99,-0.001,-0.006,0.021,1740108742.4759703,1.01,nan,1740108742.4756448,0,1740108742.475806,-0.8000000000000003,-0.008000000000000004,1740108742.4760003,3000.0,100.00095369796384,999.013671875,25.0
1740108743.4725726,-0.99,-0.001,-0.006,0.021,1740108743.4725356,1.01,nan,1740108743.4722445,0,1740108743.4723942,-0.8000000000000003,-0.008000000000000004,1740108743.472583,3000.0,100.00095369796384,999.013671875,25.0
1740108773.3425257,-0.99,-0.001,-0.006,0.021,1740108773.3424506,nan,-2.3,1740108773.3408217,0,1740108773.3416102,-0.8000000000000003,-0.008000000000000004,1740108773.3425744,3000.0,100.00095369796384,999.013671875,25.0
1740108773.3425257,-0.99,-0.001,-0.006,0.021,1740108773.3424506,nan,-2.3,1740108773.3408217,0,1740108773.3416102,-0.8000000000000003,-0.008000000000000004,1740108773.3425744,3000.0,100.00095369796384,999.013671875,25.0
1740108774.3930793,-0.99,-0.001,-0.006,0.021,1740108774.3930604,nan,-2.3,1740108774.3924122,0,1740108774.3926437,-0.8000000000000003,-0.008000000000000004,1740108774.3930907,3000.0,100.00095369796384,999.013671875,25.0
1740108776.4777973,-0.99,-0.001,-0.006,0.021,1740108776.4777792,nan,-2.3,1740108776.4767997,0,1740108776.4771678,-0.8000000000000003,-0.008000000000000004,1740108776.4778094,3000.0,100.00095369796384,999.013671875,25.0
1740108776.4777973,-0.99,-0.001,-0.006,0.021,1740108776.4777792,nan,-2.3,1740108776.4767997,0,1740108776.4771678,-0.8000000000000003,-0.008000000000000004,1740108776.4778094,3000.0,100.00095369796384,999.013671875,25.0
1740108777.4779873,-0.99,-0.001,-0.006,0.021,1740108777.4779665,nan,-2.3,1740108777.4773026,0,1740108777.4774468,-0.8000000000000003,-0.008000000000000004,1740108777.4779987,3000.0,100.00095369796384,999.013671875,25.0
1740108778.4731097,-0.99,-0.001,-0.006,0.021,1740108778.473093,nan,-2.3,1740108778.472355,0,1740108778.4728203,-0.8000000000000003,-0.008000000000000004,1740108778.4731212,3000.0,100.00095369796384,999.013671875,25.0
1740108779.4755394,-0.99,-0.001,-0.006,0.021,1740108779.4755216,nan,-2.3,1740108779.4752371,0,1740108779.4753747,-0.8000000000000003,-0.008000000000000004,1740108779.475552,3000.0,100.00095369796384,999.013671875,25.0
1740108780.4772086,-0.99,-0.001,-0.006,0.021,1740108780.4771724,nan,-2.3,1740108780.4763205,0,1740108780.4764688,-0.8000000000000003,-0.008000000000000004,1740108780.4772189,3000.0,100.00095369796384,999.013671875,25.0
1740108781.4762352,-0.99,-0.001,-0.006,0.021,1740108781.4762177,nan,-2.3,1740108781.47597,0,1740108781.4761083,-0.8000000000000003,-0.008000000000000004,1740108781.4762468,3000.0,100.00095369796384,999.013671875,25.0
1740108783.469399,-0.99,-0.001,-0.006,0.021,1740108783.469387,nan,-2.3,1740108783.4690788,0,1740108783.4692488,-0.8000000000000003,-0.008000000000000004,1740108783.4694095,3000.0,100.00095369796384,999.013671875,25.0
1740108783.469399,-0.99,-0.001,-0.006,0.021,1740108783.469387,nan,-2.3,1740108783.4690788,0,1740108783.4692488,-0.8000000000000003,-0.008000000000000004,1740108783.4694095,3000.0,100.00095369796384,999.013671875,25.0
1740108784.4751635,-0.99,-0.001,-0.006,0.021,1740108784.475144,nan,-2.3,1740108784.4748697,0,1740108784.4750378,-0.8000000000000003,-0.008000000000000004,1740108784.4751756,3000.0,100.00095369796384,999.013671875,25.0
1740108786.47502,-0.99,-0.001,-0.006,0.021,1740108786.4749792,nan,-2.3,1740108786.4747698,0,1740108786.4749014,-0.8000000000000003,-0.008000000000000004,1740108786.4750314,3000.0,100.00095369796384,999.013671875,25.0

1740108838.971567,-0.99,-0.001,-0.006,0.021,1740108838.9715545,1.01,-2.3,1740108838.9712343,0,1740108838.9713743,nan,nan,1740108838.971578,3000.0,100.00095369796384,999.013671875,25.0
1740108839.9811008,-0.99,-0.001,-0.006,0.021,1740108839.981083,1.01,-2.3,1740108839.9752374,0,1740108839.9808843,nan,nan,1740108839.9811125,3000.0,100.00095369796384,999.013671875,25.0
1740108840.9772053,-0.99,-0.001,-0.006,0.021,1740108840.977194,1.01,-2.3,1740108840.9762144,0,1740108840.976816,nan,nan,1740108840.977216,3000.0,100.00095369796384,999.013671875,25.0
