Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint,Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C)
1726696934.2251642,-0.99,-0.001,-0.006,0.021,1726696933.8149428,0.0,-2.9,1726696933.7303987,0,1726696933.7303987,8.2,-0.002,1726696933.7997124,75.0,100.0853295026465,1000.85400390625,25.0
1726696934.7371686,-0.99,-0.001,-0.006,0.021,1726696934.3106084,0.0,-2.9,1726696934.2251642,0,1726696934.2251642,9.8,0.0,1726696934.293851,75.0,100.0853295026465,1000.875732421875,25.0
1726696935.234156,-0.99,-0.001,-0.006,0.021,1726696934.811083,0.0,-2.9,1726696934.7371686,0,1726696934.7371686,10.2,0.0,1726696934.8064127,75.0,100.09157956225262,1000.9254150390625,25.0
1726696935.7444148,-0.99,-0.001,-0.006,0.021,1726696935.3117557,0.0,-2.9,1726696935.234156,0,1726696935.234156,8.4,0.0,1726696935.3024778,75.0,100.09782962185875,1000.9782104492188,25.0
1726696936.2486005,-0.99,-0.001,-0.006,0.021,1726696935.830513,0.0,-2.9,1726696935.7444148,0,1726696935.7444148,8.6,-0.002,1726696935.811734,75.0,100.09157956225262,1000.9275512695312,25.0
1726696936.7473903,-0.99,-0.001,-0.006,0.021,1726696936.3125844,0.0,-2.9,1726696936.2476034,0,1726696936.2486005,9.4,-0.004,1726696936.2967768,75.0,100.08845453244956,1000.8881225585938,25.0
1726696937.246716,-0.99,-0.001,-0.006,0.021,1726696936.816881,0.0,-2.8,1726696936.7473903,0,1726696936.7473903,9.0,-0.002,1726696936.816881,75.0,100.09157956225262,1000.9346923828125,25.0
1726696937.7641943,-0.99,-0.001,-0.006,0.021,1726696937.3202136,0.0,-2.8,1726696937.2454817,0,1726696937.246716,8.6,0.0,1726696937.2969942,75.0,100.09157956225262,1000.9186401367188,25.0
1726696938.2656968,-0.99,-0.001,-0.006,0.021,1726696937.847205,0.0,-2.7,1726696937.7641943,0,1726696937.7641943,8.4,0.0,1726696937.8183599,75.0,100.09470459205568,1000.9546508789062,25.0
1726696938.763511,-0.99,-0.001,-0.006,0.021,1726696938.3351707,0.0,-2.7,1726696938.2630296,0,1726696938.265047,8.4,0.0,1726696938.3192213,75.0,100.09470459205568,1000.9592895507812,25.0
1726696939.264969,-0.99,-0.001,-0.006,0.021,1726696938.839905,0.0,-2.6,1726696938.7620158,0,1726696938.7620158,7.6,-0.002,1726696938.8333917,75.0,100.09157956225262,1000.9330444335938,25.0
1726696939.7821062,-0.99,-0.001,-0.006,0.021,1726696939.3334324,0.0,-2.6,1726696939.2496476,0,1726696939.26426,8.8,-0.002,1726696939.319017,75.0,100.09157956225262,1000.9291381835938,25.0
1726696940.2918477,-0.99,-0.001,-0.006,0.021,1726696939.8500483,0.0,-2.6,1726696939.765436,0,1726696939.781037,9.4,0.0,1726696939.8330462,75.0,100.09782962185875,1000.9784545898438,25.0
1726696940.785889,-0.99,-0.001,-0.006,0.021,1726696940.36556,0.0,-2.5,1726696940.276256,0,1726696940.2918477,8.2,0.0,1726696940.351248,75.0,100.09470459205568,1000.9396362304688,25.0
1726696941.2833197,-0.99,-0.001,-0.006,0.021,1726696940.8719103,0.0,-2.5,1726696940.785889,0,1726696940.785889,9.4,-0.002,1726696940.8331873,75.0,100.09157956225262,1000.9279174804688,25.0
1726696941.7780993,-0.99,-0.001,-0.006,0.021,1726696941.3667953,0.0,-2.5,1726696941.2833197,0,1726696941.2833197,9.2,-0.004,1726696941.341692,75.0,100.0853295026465,1000.8678588867188,25.0
1726696942.316445,-0.99,-0.001,-0.006,0.021,1726696941.848662,0.0,-2.4,1726696941.7780993,0,1726696941.7780993,9.0,0.0,1726696941.8369064,75.0,100.08845453244956,1000.879638671875,25.0
1726696942.819714,-0.99,-0.001,-0.006,0.021,1726696942.3928652,0.0,-2.4,1726696942.316445,0,1726696942.316445,9.4,0.0,1726696942.3807285,75.0,100.08845453244956,1000.900390625,25.0
1726696943.3185053,-0.99,-0.001,-0.006,0.021,1726696942.9058309,0.0,-2.4,1726696942.819714,0,1726696942.819714,8.4,0.0,1726696942.8917868,75.0,100.0853295026465,1000.8480834960938,25.0
1726696943.835506,-0.99,-0.001,-0.006,0.021,1726696943.3998742,0.0,-2.3,1726696943.3185053,0,1726696943.3185053,9.8,-0.002,1726696943.4031296,75.0,100.0853295026465,1000.8856201171875,25.0
1726696944.3641436,-0.99,-0.001,-0.006,0.021,1726696943.912942,0.0,-2.4,1726696943.8336937,0,1726696943.8354602,10.8,0.0,1726696943.8988452,75.0,100.09470459205568,1000.9701538085938,25.0
1726696944.868015,-0.99,-0.001,-0.006,0.021,1726696944.4409583,0.0,-2.3,1726696944.3629577,0,1726696944.3638532,8.6,-0.002,1726696944.4262652,75.0,100.09157956225262,1000.941650390625,25.0
1726696945.3628426,-0.99,-0.001,-0.006,0.021,1726696944.9365747,0.0,-2.4,1726696944.8523932,0,1726696944.868015,9.4,0.0,1726696944.9192908,75.0,100.08845453244956,1000.8915405273438,25.0
1726696945.869785,-0.99,-0.001,-0.006,0.021,1726696945.4324863,0.0,-2.4,1726696945.3628426,0,1726696945.3628426,9.8,0.0,1726696945.41648,75.0,100.09157956225262,1000.894287109375,25.0
1726696946.3827395,-0.99,-0.001,-0.006,0.021,1726696945.9405131,0.0,-2.4,1726696945.869785,0,1726696945.869785,7.8,-0.002,1726696945.921285,75.0,100.08845453244956,1000.89453125,25.0
1726696946.868432,-0.99,-0.001,-0.006,0.021,1726696946.4576492,0.0,-2.4,1726696946.3827395,0,1726696946.3827395,9.0,-0.002,1726696946.4555461,75.0,100.08845453244956,1000.8909912109375,25.0
1726696947.363986,-0.99,-0.001,-0.006,0.021,1726696946.936995,0.0,-2.4,1726696946.852777,0,1726696946.868432,7.6,-0.002,1726696946.934438,75.0,100.0853295026465,1000.8568725585938,25.0
1726696947.876689,-0.99,-0.001,-0.006,0.021,1726696947.4384685,0.0,-2.4,1726696947.363986,0,1726696947.363986,9.2,-0.002,1726696947.4298835,75.0,100.0853295026465,1000.8741455078125,25.0
1726696948.371861,-0.99,-0.001,-0.006,0.021,1726696947.9618967,0.0,-2.5,1726696947.876689,0,1726696947.876689,9.2,0.0,1726696947.9405425,75.0,100.0853295026465,1000.8710327148438,25.0
1726696948.8994644,-0.99,-0.001,-0.006,0.021,1726696948.4408145,0.0,-2.5,1726696948.371861,0,1726696948.371861,8.2,-0.002,1726696948.4368947,75.0,100.07907944304037,1000.8156127929688,25.0
1726696949.4157267,-0.99,-0.001,-0.006,0.021,1726696948.9711826,0.0,-2.5,1726696948.883124,0,1726696948.898717,9.2,-0.002,1726696948.9420276,75.0,100.0853295026465,1000.8817749023438,25.0
1726696949.8936138,-0.99,-0.001,-0.006,0.021,1726696949.498906,0.0,-2.6,1726696949.4157267,0,1726696949.4157267,8.6,-0.002,1726696949.4745746,75.0,100.0853295026465,1000.8692626953125,25.0
1726696950.4237401,-0.99,-0.001,-0.006,0.021,1726696949.973699,0.0,-2.6,1726696949.8936138,0,1726696949.8936138,8.4,0.0,1726696949.954566,75.0,100.08845453244956,1000.899658203125,25.0
1726696950.9017994,-0.99,-0.001,-0.006,0.021,1726696950.5068412,0.0,-2.6,1726696950.4237401,0,1726696950.4237401,9.0,0.0,1726696950.493279,75.0,100.08845453244956,1000.8779907226562,25.0
1726696951.3985307,-0.99,-0.001,-0.006,0.021,1726696950.9857595,0.0,-2.7,1726696950.9017994,0,1726696950.9017994,9.6,-0.002,1726696950.977259,75.0,100.08220447284344,1000.8248291015625,25.0
1726696951.9097354,-0.99,-0.001,-0.006,0.021,1726696951.482915,0.0,-2.7,1726696951.3985307,0,1726696951.3985307,9.0,-0.002,1726696951.4727445,75.0,100.0853295026465,1000.83935546875,25.0
1726696952.4062858,-0.99,-0.001,-0.006,0.021,1726696951.9920979,0.0,-2.8,1726696951.9097354,0,1726696951.9097354,8.6,0.0,1726696951.9840431,75.0,100.08220447284344,1000.8255004882812,25.0
1726696952.9016042,-0.99,-0.001,-0.006,0.021,1726696952.474467,0.0,-2.8,1726696952.3906898,0,1726696952.4062858,9.4,0.0,1726696952.4634497,75.0,100.08220447284344,1000.8058471679688,25.0
1726696953.3973782,-0.99,-0.001,-0.006,0.021,1726696952.987324,0.0,-2.8,1726696952.9016042,0,1726696952.9016042,8.8,-0.002,1726696952.9753003,75.0,100.0853295026465,1000.8592529296875,25.0
1726696953.8948748,-0.99,-0.001,-0.006,0.021,1726696953.4835405,0.0,-2.9,1726696953.3973782,0,1726696953.3973782,9.6,0.0,1726696953.4704003,75.0,100.08220447284344,1000.8218383789062,25.0
1726696954.3890178,-0.99,-0.001,-0.006,0.021,1726696953.978822,0.0,-2.9,1726696953.8948748,0,1726696953.8948748,8.6,-0.002,1726696953.9652784,75.0,100.0853295026465,1000.8438720703125,25.0
1726696954.9207559,-0.99,-0.001,-0.006,0.021,1726696954.4607515,0.0,-3.0,1726696954.3890178,0,1726696954.3890178,8.8,0.0,1726696954.4607515,75.0,100.0853295026465,1000.8740234375,25.0
1726696955.3819547,-0.99,-0.001,-0.006,0.021,1726696955.0029225,0.0,-3.0,1726696954.919067,0,1726696954.9207559,8.8,-0.002,1726696954.9640324,75.0,100.07907944304037,1000.8118286132812,25.0
1726696955.8783987,-0.99,-0.001,-0.006,0.021,1726696955.4618683,0.0,-3.0,1726696955.3819547,0,1726696955.3819547,8.0,-0.002,1726696955.4534912,75.0,100.07907944304037,1000.7849731445312,25.0
1726696956.3917134,-0.99,-0.001,-0.006,0.021,1726696955.9616973,0.0,-3.0,1726696955.8783987,0,1726696955.8783987,9.0,-0.002,1726696955.946619,75.0,100.0853295026465,1000.859375,25.0
1726696956.8727958,-0.99,-0.001,-0.006,0.021,1726696956.4774928,0.0,-3.0,1726696956.3917134,0,1726696956.3917134,8.6,-0.002,1726696956.4598095,75.0,100.08220447284344,1000.8370971679688,25.0
1726696957.367102,-0.99,-0.001,-0.006,0.021,1726696956.946063,0.0,-3.0,1726696956.8727958,0,1726696956.8727958,9.0,0.0,1726696956.9367483,75.0,100.08220447284344,1000.8309936523438,25.0
1726696957.864783,-0.99,-0.001,-0.006,0.021,1726696957.4466088,0.0,-3.0,1726696957.367102,0,1726696957.367102,7.6,0.002,1726696957.4328456,75.0,100.0853295026465,1000.835205078125,25.0
1726696958.3584821,-0.99,-0.001,-0.006,0.021,1726696957.94758,0.0,-3.0,1726696957.864783,0,1726696957.864783,9.4,-0.004,1726696957.9279337,75.0,100.0853295026465,1000.8385009765625,25.0
1726696958.8717597,-0.99,-0.001,-0.006,0.021,1726696958.4289114,0.0,-3.0,1726696958.3584821,0,1726696958.3584821,8.8,0.0,1726696958.4233327,75.0,100.08220447284344,1000.83544921875,25.0
1726696959.366694,-0.99,-0.001,-0.006,0.021,1726696958.9566197,0.0,-3.0,1726696958.8717597,0,1726696958.8717597,9.2,0.0,1726696958.9503767,75.0,100.08220447284344,1000.8208618164062,25.0
1726696959.880312,-0.99,-0.001,-0.006,0.021,1726696959.448576,0.0,-2.9,1726696959.366694,0,1726696959.366694,8.4,-0.004,1726696959.4297917,75.0,100.0853295026465,1000.8565063476562,25.0
1726696960.3907115,-0.99,-0.001,-0.006,0.021,1726696959.9645164,0.0,-2.9,1726696959.880312,0,1726696959.880312,8.6,0.0,1726696959.9561496,75.0,100.08220447284344,1000.8313598632812,25.0
1726696960.8881614,-0.99,-0.001,-0.006,0.021,1726696960.4766781,0.0,-2.9,1726696960.3907115,0,1726696960.3907115,8.8,0.0,1726696960.453252,75.0,100.0853295026465,1000.8528442382812,25.0
1726696961.3829942,-0.99,-0.001,-0.006,0.021,1726696960.96671,0.0,-2.8,1726696960.8881614,0,1726696960.8881614,9.4,0.0,1726696960.9470553,75.0,100.0853295026465,1000.8497314453125,25.0
1726696961.8938148,-0.99,-0.001,-0.006,0.021,1726696961.452811,0.0,-2.8,1726696961.367403,0,1726696961.3829942,9.4,-0.002,1726696961.4432006,75.0,100.07907944304037,1000.8026123046875,25.0
1726696962.3752875,-0.99,-0.001,-0.006,0.021,1726696961.9803798,0.0,-2.7,1726696961.8938148,0,1726696961.8938148,9.8,0.0,1726696961.970089,75.0,100.08220447284344,1000.8162231445312,25.0
1726696962.8879144,-0.99,-0.001,-0.006,0.021,1726696962.4503849,0.0,-2.7,1726696962.3752875,0,1726696962.3752875,9.0,0.0,1726696962.4332945,75.0,100.08220447284344,1000.8182373046875,25.0
1726696963.3982038,-0.99,-0.001,-0.006,0.021,1726696962.9721396,0.0,-2.6,1726696962.8879144,0,1726696962.8879144,8.0,0.002,1726696962.9368281,75.0,100.07907944304037,1000.8057250976562,25.0
1726696963.8794951,-0.99,-0.001,-0.006,0.021,1726696963.4843717,0.0,-2.6,1726696963.3982038,0,1726696963.3982038,9.8,0.0,1726696963.4732053,75.0,100.08220447284344,1000.8413696289062,25.0
1726696964.3748157,-0.99,-0.001,-0.006,0.021,1726696963.9639122,0.0,-2.6,1726696963.8794951,0,1726696963.8794951,8.0,0.0,1726696963.9517114,75.0,100.08845453244956,1000.8972778320312,25.0
1726696964.8718367,-0.99,-0.001,-0.006,0.021,1726696964.4524174,0.0,-2.5,1726696964.3748157,0,1726696964.3748157,8.0,-0.002,1726696964.4472704,75.0,100.0853295026465,1000.845458984375,25.0
1726696965.3822048,-0.99,-0.001,-0.006,0.021,1726696964.9533901,0.0,-2.5,1726696964.8718367,0,1726696964.8718367,9.0,-0.004,1726696964.9419684,75.0,100.08845453244956,1000.9063720703125,25.0
1726696965.8786397,-0.99,-0.001,-0.006,0.021,1726696965.4527533,0.0,-2.5,1726696965.3822048,0,1726696965.3822048,9.0,-0.002,1726696965.4541533,75.0,100.0853295026465,1000.8422241210938,25.0
1726696966.377334,-0.99,-0.001,-0.006,0.021,1726696965.953355,0.0,-2.5,1726696965.8786397,0,1726696965.8786397,8.6,0.0,1726696965.9492214,75.0,100.0853295026465,1000.858642578125,25.0
1726696966.872355,-0.99,-0.001,-0.006,0.021,1726696966.4539614,0.0,-2.5,1726696966.3617125,0,1726696966.377334,8.0,0.0,1726696966.4285724,75.0,100.08845453244956,1000.8914184570312,25.0
1726696967.3834186,-0.99,-0.001,-0.006,0.021,1726696966.9417586,0.0,-2.5,1726696966.872355,0,1726696966.872355,9.4,-0.002,1726696966.924309,75.0,100.08845453244956,1000.89990234375,25.0
1726696967.896287,-0.99,-0.001,-0.006,0.021,1726696967.4694598,0.0,-2.5,1726696967.3834186,0,1726696967.3834186,9.4,-0.002,1726696967.424221,75.0,100.0853295026465,1000.8695068359375,25.0
1726696968.393268,-0.99,-0.001,-0.006,0.021,1726696967.9680107,0.0,-2.5,1726696967.896287,0,1726696967.896287,7.4,0.0,1726696967.9633079,75.0,100.08845453244956,1000.869140625,25.0
1726696968.8752728,-0.99,-0.001,-0.006,0.021,1726696968.472476,0.0,-2.5,1726696968.393268,0,1726696968.393268,8.8,0.0,1726696968.458092,75.0,100.08220447284344,1000.8135986328125,25.0
1726696969.406533,-0.99,-0.001,-0.006,0.021,1726696968.9565053,0.0,-2.5,1726696968.8752728,0,1726696968.8752728,8.6,0.0,1726696968.9378912,75.0,100.08220447284344,1000.82470703125,25.0
1726696970.9168584,-0.99,-0.001,-0.006,0.021,1726696968.9565053,0.0,-2.5,1726696969.406533,0,1726696969.406533,8.8,-0.002,1726696969.4758172,75.0,100.07907944304037,1000.8150634765625,25.0
1726696971.4029677,-0.99,-0.001,-0.006,0.021,1726696971.0078294,0.0,-2.6,1726696970.9168584,0,1726696970.9168584,9.2,0.0,1726696970.9741013,75.0,100.0853295026465,1000.86474609375,25.0
1726696971.9149523,-0.99,-0.001,-0.006,0.021,1726696971.4892888,0.0,-2.7,1726696971.4029677,0,1726696971.4029677,8.2,0.0,1726696971.4622715,75.0,100.08845453244956,1000.8923950195312,25.0
1726696972.4105487,-0.99,-0.001,-0.006,0.021,1726696971.992825,0.0,-2.7,1726696971.9149523,0,1726696971.9149523,8.2,-0.004,1726696971.9731414,75.0,100.08845453244956,1000.895751953125,25.0
1726696972.9423692,-0.99,-0.001,-0.006,0.021,1726696972.4807482,0.0,-2.7,1726696972.394956,0,1726696972.394956,9.8,-0.002,1726696972.4692516,75.0,100.0853295026465,1000.8387451171875,25.0
1726696973.4188852,-0.99,-0.001,-0.006,0.021,1726696973.011829,0.0,-2.8,1726696972.9423692,0,1726696972.9423692,8.0,-0.002,1726696973.011829,75.0,100.08220447284344,1000.8259887695312,25.0
1726696973.9316895,-0.99,-0.001,-0.006,0.021,1726696973.5047069,0.0,-2.8,1726696973.4188852,0,1726696973.4188852,8.4,0.0,1726696973.4913077,75.0,100.09157956225262,1000.9082641601562,25.0
1726696974.4767919,-0.99,-0.001,-0.006,0.021,1726696974.0106287,0.0,-2.8,1726696973.9316895,0,1726696973.9316895,9.0,0.002,1726696974.0026433,75.0,100.0853295026465,1000.86572265625,25.0
1726696974.9712198,-0.99,-0.001,-0.006,0.021,1726696974.5604022,0.0,-2.9,1726696974.4767919,0,1726696974.4767919,9.0,-0.002,1726696974.5453286,75.0,100.09470459205568,1000.9302978515625,25.0
1726696975.482161,-0.99,-0.001,-0.006,0.021,1726696975.0450408,0.0,-2.9,1726696974.9712198,0,1726696974.9712198,8.4,-0.002,1726696975.040986,75.0,100.09470459205568,1000.9440307617188,25.0
1726696975.9971569,-0.99,-0.001,-0.006,0.021,1726696975.553176,0.0,-2.9,1726696975.482161,0,1726696975.482161,8.4,0.0,1726696975.5306194,75.0,100.0853295026465,1000.8460083007812,25.0
1726696976.490851,-0.99,-0.001,-0.006,0.021,1726696976.0802243,0.0,-2.9,1726696975.9971569,0,1726696975.9971569,8.6,0.0,1726696976.0622945,75.0,100.0853295026465,1000.8565063476562,25.0
1726696976.9723375,-0.99,-0.001,-0.006,0.021,1726696976.5765998,0.0,-2.9,1726696976.490851,0,1726696976.490851,9.4,0.0,1726696976.560006,75.0,100.09157956225262,1000.8930053710938,25.0
1726696977.4660094,-0.99,-0.001,-0.006,0.021,1726696977.0464509,0.0,-2.9,1726696976.9723375,0,1726696976.9723375,8.2,-0.002,1726696977.0383992,75.0,100.08845453244956,1000.8638916015625,25.0
1726696978.011048,-0.99,-0.001,-0.006,0.021,1726696977.546421,0.0,-2.9,1726696977.4660094,0,1726696977.4660094,9.2,-0.002,1726696977.5342317,75.0,100.08845453244956,1000.8956298828125,25.0
1726696978.490336,-0.99,-0.001,-0.006,0.021,1726696978.0802374,0.0,-2.9,1726696977.995412,0,1726696978.011048,8.4,-0.002,1726696978.0659876,75.0,100.09157956225262,1000.9234008789062,25.0
1726696978.9715173,-0.99,-0.001,-0.006,0.021,1726696978.5761468,0.0,-2.9,1726696978.490336,0,1726696978.490336,8.4,0.002,1726696978.5731556,75.0,100.0853295026465,1000.8345947265625,25.0
1726696979.4823496,-0.99,-0.001,-0.006,0.021,1726696979.0475104,0.0,-2.9,1726696978.9715173,0,1726696978.9715173,9.0,0.0,1726696979.036318,75.0,100.08845453244956,1000.8953857421875,25.0
1726696980.0312648,-0.99,-0.001,-0.006,0.021,1726696979.568573,0.0,-2.9,1726696979.4823496,0,1726696979.4823496,9.6,0.0,1726696979.5471966,75.0,100.08845453244956,1000.9038696289062,25.0
1726696980.506574,-0.99,-0.001,-0.006,0.021,1726696980.1114624,0.0,-2.8,1726696980.0312648,0,1726696980.0312648,9.2,0.0,1726696980.084117,75.0,100.08845453244956,1000.89453125,25.0
1726696981.0200925,-0.99,-0.001,-0.006,0.021,1726696980.5822594,0.0,-2.8,1726696980.506574,0,1726696980.506574,8.0,-0.002,1726696980.084117,75.0,100.08845453244956,1000.89453125,25.0
1726696981.4989123,-0.99,-0.001,-0.006,0.021,1726696981.1036856,0.0,-2.7,1726696981.0200925,0,1726696981.0200925,8.8,0.0,1726696981.0817177,75.0,100.0853295026465,1000.8630981445312,25.0
1726696982.0333838,-0.99,-0.001,-0.006,0.021,1726696981.5833707,0.0,-2.7,1726696981.4989123,0,1726696981.4989123,9.2,0.0,1726696981.5612075,75.0,100.09470459205568,1000.9447631835938,25.0
1726696982.5222309,-0.99,-0.001,-0.006,0.021,1726696982.102684,0.0,-2.7,1726696982.0333838,0,1726696982.0333838,8.4,0.002,1726696982.102684,75.0,100.09157956225262,1000.9191284179688,25.0
1726696983.0193722,-0.99,-0.001,-0.006,0.021,1726696982.5926018,0.0,-2.6,1726696982.5222309,0,1726696982.5222309,8.4,0.0,1726696982.583406,75.0,100.0853295026465,1000.8499755859375,25.0
1726696983.5000217,-0.99,-0.001,-0.006,0.021,1726696983.1051013,0.0,-2.5,1726696983.0193722,0,1726696983.0193722,9.6,0.0,1726696983.0869474,75.0,100.08845453244956,1000.9031372070312,25.0
1726696983.5000217,-0.99,-0.001,-0.006,0.021,1726696983.1051013,0.0,-2.5,1726696983.5000217,0,1726696983.5000217,9.4,-0.002,1726696983.0869474,75.0,100.08845453244956,1000.9031372070312,25.0
1726696984.507104,-0.99,-0.001,-0.006,0.021,1726696984.0971556,0.0,-2.5,1726696984.02694,0,1726696984.02694,7.6,-0.002,1726696984.0852165,75.0,100.0853295026465,1000.8764038085938,25.0
1726696985.0050967,-0.99,-0.001,-0.006,0.021,1726696984.5857303,0.0,-2.5,1726696984.507104,0,1726696984.507104,9.0,0.0,1726696984.581005,75.0,100.08845453244956,1000.8923950195312,25.0
1726696985.515082,-0.99,-0.001,-0.006,0.021,1726696985.086172,0.0,-2.4,1726696985.0050967,0,1726696985.0050967,9.2,0.0,1726696985.0764375,75.0,100.08845453244956,1000.8809814453125,25.0
1726696985.9963086,-0.99,-0.001,-0.006,0.021,1726696985.5888581,0.0,-2.4,1726696985.515082,0,1726696985.515082,8.6,-0.002,1726696985.5874524,75.0,100.08845453244956,1000.8882446289062,25.0
1726696986.5414574,-0.99,-0.001,-0.006,0.021,1726696986.0815494,0.0,-2.4,1726696985.9963086,0,1726696985.9963086,9.2,-0.004,1726696986.0671127,75.0,100.08845453244956,1000.880859375,25.0
1726696987.0197825,-0.99,-0.001,-0.006,0.021,1726696986.6095388,0.0,-2.4,1726696986.540054,0,1726696986.5410225,9.0,-0.002,1726696986.5898721,75.0,100.09157956225262,1000.9208984375,25.0
1726696987.5153618,-0.99,-0.001,-0.006,0.021,1726696987.1048558,0.0,-2.4,1726696987.0197825,0,1726696987.0197825,9.8,0.0,1726696987.0714858,75.0,100.08220447284344,1000.8366088867188,25.0
1726696987.997567,-0.99,-0.001,-0.006,0.021,1726696987.5879211,0.0,-2.4,1726696987.5153618,0,1726696987.5153618,8.8,0.002,1726696987.5849235,75.0,100.08845453244956,1000.8988647460938,25.0
1726696988.5084236,-0.99,-0.001,-0.006,0.021,1726696988.071817,0.0,-2.4,1726696987.997567,0,1726696987.997567,9.6,-0.004,1726696988.064568,75.0,100.08845453244956,1000.9053955078125,25.0
1726696989.0057218,-0.99,-0.001,-0.006,0.021,1726696988.5945063,0.0,-2.4,1726696988.5084236,0,1726696988.5084236,10.4,-0.002,1726696988.5761318,75.0,100.08220447284344,1000.8261108398438,25.0
1726696989.5007696,-0.99,-0.001,-0.006,0.021,1726696989.0894437,0.0,-2.4,1726696989.0057218,0,1726696989.0057218,8.8,-0.002,1726696989.072111,75.0,100.08220447284344,1000.8518676757812,25.0
1726696989.9977043,-0.99,-0.001,-0.006,0.021,1726696989.5731788,0.0,-2.4,1726696989.5007696,0,1726696989.5007696,7.6,0.0,1726696989.5670526,75.0,100.08845453244956,1000.8817749023438,25.0
1726696990.540669,-0.99,-0.001,-0.006,0.021,1726696990.073203,0.0,-2.5,1726696989.9977043,0,1726696989.9977043,9.4,0.0,1726696990.0623288,75.0,100.0853295026465,1000.838134765625,25.0
1726696991.0081549,-0.99,-0.001,-0.006,0.021,1726696990.6274688,0.0,-2.5,1726696990.540669,0,1726696990.540669,7.8,0.002,1726696990.606529,75.0,100.0853295026465,1000.89404296875,25.0
1726696991.5018187,-0.99,-0.001,-0.006,0.021,1726696991.0913968,0.0,-2.5,1726696991.0081549,0,1726696991.0081549,8.6,-0.002,1726696991.0854046,75.0,100.08845453244956,1000.8741455078125,25.0
1726696992.0145013,-0.99,-0.001,-0.006,0.021,1726696991.5748074,0.0,-2.5,1726696991.5018187,0,1726696991.5018187,8.2,-0.002,1726696991.5647972,75.0,100.08845453244956,1000.8932495117188,25.0
