Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1727727872.5654044,-0.99,-0.001,-0.006,0.021,1727727872.5654044,1.01,-2.3,1727727872.564463,0,1727727872.5654044,-0.8000000000000003,-0.008000000000000004,1727727872.5654044,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727873.5684934,-0.99,-0.001,-0.006,0.021,1727727873.5684934,1.01,-2.3,1727727873.567532,0,1727727873.567532,-0.8000000000000003,-0.008000000000000004,1727727873.5684934,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727874.5957708,-0.99,-0.001,-0.006,0.021,1727727874.5957708,1.01,-2.3,1727727874.5937316,0,1727727874.5947335,-0.8000000000000003,-0.008000000000000004,1727727874.5957708,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727875.5876489,-0.99,-0.001,-0.006,0.021,1727727875.5876489,1.01,-2.3,1727727875.5855598,0,1727727875.5865247,-0.8000000000000003,-0.008000000000000004,1727727875.5876489,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727876.576334,-0.99,-0.001,-0.006,0.021,1727727876.576334,1.01,-2.3,1727727876.5741403,0,1727727876.5752118,-0.8000000000000003,-0.008000000000000004,1727727876.576334,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727877.5551116,-0.99,-0.001,-0.006,0.021,1727727877.5551116,1.01,-2.3,1727727877.5335264,0,1727727877.5541143,-0.8000000000000003,-0.008000000000000004,1727727877.5551116,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727878.5562532,-0.99,-0.001,-0.006,0.021,1727727878.5562532,1.01,-2.3,1727727878.555254,0,1727727878.555254,-0.8000000000000003,-0.008000000000000004,1727727878.5562532,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727879.5849986,-0.99,-0.001,-0.006,0.021,1727727879.5849986,1.01,-2.3,1727727879.583996,0,1727727879.5849986,-0.8000000000000003,-0.008000000000000004,1727727879.5849986,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727880.6062367,-0.99,-0.001,-0.006,0.021,1727727880.6062367,1.01,-2.3,1727727880.6042213,0,1727727880.605222,-0.8000000000000003,-0.008000000000000004,1727727880.6072435,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727881.5895288,-0.99,-0.001,-0.006,0.021,1727727881.5895288,1.01,-2.3,1727727881.5744758,0,1727727881.5885265,-0.8000000000000003,-0.008000000000000004,1727727881.5895288,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727882.5949426,-0.99,-0.001,-0.006,0.021,1727727882.5949426,1.01,-2.3,1727727882.5929444,0,1727727882.5939438,-0.8000000000000003,-0.008000000000000004,1727727882.5949426,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727883.6029341,-0.99,-0.001,-0.006,0.021,1727727883.6029341,1.01,-2.3,1727727883.5918424,0,1727727883.6029341,-0.8000000000000003,-0.008000000000000004,1727727883.6029341,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727884.6149354,-0.99,-0.001,-0.006,0.021,1727727884.6139746,1.01,-2.3,1727727884.612982,0,1727727884.6139746,-0.8000000000000003,-0.008000000000000004,1727727884.6149354,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727885.609621,-0.99,-0.001,-0.006,0.021,1727727885.609621,1.01,-2.3,1727727885.6086276,0,1727727885.609621,-0.8000000000000003,-0.008000000000000004,1727727885.609621,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727886.6101174,-0.99,-0.001,-0.006,0.021,1727727886.6101174,1.01,-2.3,1727727886.5761006,0,1727727886.5775456,-0.8000000000000003,-0.008000000000000004,1727727886.6101174,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727887.612951,-0.99,-0.001,-0.006,0.021,1727727887.6119502,1.01,-2.3,1727727887.6119502,0,1727727887.6119502,-0.8000000000000003,-0.008000000000000004,1727727887.612951,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727888.6431556,-0.99,-0.001,-0.006,0.021,1727727888.6431556,1.01,-2.3,1727727888.6032052,0,1727727888.6431556,-0.8000000000000003,-0.008000000000000004,1727727888.6431556,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727889.6345584,-0.99,-0.001,-0.006,0.021,1727727889.6345584,1.01,-2.3,1727727889.6324892,0,1727727889.6324892,-0.8000000000000003,-0.008000000000000004,1727727889.6345584,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727890.6618838,-0.99,-0.001,-0.006,0.021,1727727890.6618838,1.01,-2.3,1727727890.6588602,0,1727727890.660853,-0.8000000000000003,-0.008000000000000004,1727727890.6618838,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727891.6670244,-0.99,-0.001,-0.006,0.021,1727727891.6670244,1.01,-2.3,1727727891.665015,0,1727727891.6660037,-0.8000000000000003,-0.008000000000000004,1727727891.6670244,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727892.661462,-0.99,-0.001,-0.006,0.021,1727727892.661462,1.01,-2.3,1727727892.6444387,0,1727727892.656428,-0.8000000000000003,-0.008000000000000004,1727727892.661462,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727893.706019,-0.99,-0.001,-0.006,0.021,1727727893.7053816,1.01,-2.3,1727727893.655297,0,1727727893.6743977,-0.8000000000000003,-0.008000000000000004,1727727893.706019,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727894.6985765,-0.99,-0.001,-0.006,0.021,1727727894.6985765,1.01,-2.3,1727727894.6542454,0,1727727894.6702516,-0.8000000000000003,-0.008000000000000004,1727727894.6985765,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
1727727895.6865246,-0.99,-0.001,-0.006,0.021,1727727895.6865246,1.01,-2.3,1727727895.6835315,0,1727727895.6845329,-0.8000000000000003,-0.008000000000000004,1727727895.6865246,3000.0,100.00095369796384,999.013671875,25.0,1727727836.6965206,nan
