Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1739823764.079419,194.148,0.386,0.091,0.072,1739823764.0165658,81.04,-2.6,1739823763.8884454,0,1739823764.1004634,8.306666666666665,-0.016000000000000007,1739823763.970258,780.0,100.60408444995468,1006.0433349609375,25.0,1739823724.141765,nan
1739823765.0861554,192.795,0.386,0.091,0.072,1739823765.025553,81.06,-2.6,1739823764.9053514,0,1739823765.1222956,8.106666666666666,-0.016266666666666672,1739823764.9910498,780.0,100.60095942015163,1006.0248413085938,25.0,1739823724.141765,nan
1739823766.043966,192.795,0.386,0.076,0.064,1739823766.0160694,81.06,-2.6,1739823765.8873813,0,1739823766.1125417,7.9733333333333345,-0.016266666666666672,1739823765.9731536,780.0,100.60408444995468,1006.0513916015625,25.0,1739823724.141765,nan
1739823767.0496068,191.876,0.386,0.076,0.064,1739823767.0246737,81.04,-2.6,1739823766.899976,0,1739823767.1194222,8.133333333333335,-0.01693333333333334,1739823766.993727,780.0,100.60095942015163,1006.0309448242188,25.0,1739823724.141765,nan
1739823768.0559042,191.876,0.386,0.079,0.064,1739823768.0160391,81.06,-2.7,1739823767.9023438,0,1739823768.1257186,8.373333333333337,-0.015066666666666673,1739823767.997061,780.0,100.60095942015163,1006.0309448242188,25.0,1739823724.141765,nan
1739823769.0783155,191.876,0.386,0.079,0.063,1739823769.0244584,81.04,-2.7,1739823768.9027815,0,1739823769.1162143,8.253333333333334,-0.015200000000000007,1739823768.9995432,780.0,100.60095942015163,1006.02685546875,25.0,1739823724.141765,nan
1739823770.052726,193.884,0.385,0.079,0.063,1739823770.016822,81.05,-2.8,1739823769.8891609,0,1739823770.1075506,7.94666666666667,-0.016000000000000007,1739823769.988867,780.0,100.60095942015163,1006.0255737304688,25.0,1739823724.141765,nan
1739823771.0750098,193.884,0.385,0.077,0.07,1739823771.0081916,81.05,-2.9,1739823770.8914685,0,1739823771.1138775,8.453333333333335,-0.01613333333333334,1739823770.9951928,780.0,100.60408444995468,1006.0430908203125,25.0,1739823724.141765,nan
1739823772.0654056,191.122,0.385,0.077,0.07,1739823772.0165362,81.05,-3.0,1739823771.8948588,0,1739823772.1200068,8.040000000000001,-0.015200000000000007,1739823771.9766645,780.0,100.60408444995468,1006.0610961914062,25.0,1739823724.141765,nan
1739823773.0561385,191.122,0.386,0.05,0.069,1739823773.008249,81.06,-3.0,1739823772.895541,0,1739823773.1109476,8.519999999999998,-0.015200000000000007,1739823772.980324,780.0,100.60408444995468,1006.0390014648438,25.0,1739823724.141765,nan
1739823774.06242,194.998,0.386,0.05,0.069,1739823774.0165422,81.05,-3.1,1739823773.8988538,0,1739823774.1173022,7.52,-0.016000000000000007,1739823773.9846268,780.0,100.60408444995468,1006.0474853515625,25.0,1739823724.141765,nan
1739823775.0528195,194.998,0.385,0.079,0.064,1739823775.0248926,81.06,-3.1,1739823774.9021876,0,1739823775.1245966,8.280000000000001,-0.015866666666666675,1739823774.9969368,780.0,100.60095942015163,1006.0249633789062,25.0,1739823724.141765,nan
1739823776.0910285,194.998,0.385,0.079,0.064,1739823776.016256,81.05,-3.2,1739823775.8905613,0,1739823776.1149964,8.093333333333334,-0.016266666666666672,1739823775.9783285,780.0,100.60408444995468,1006.0462036132812,25.0,1739823724.141765,nan
1739823777.0963686,193.531,0.386,0.079,0.064,1739823777.024588,81.08,-3.2,1739823776.9039116,0,1739823777.1213021,8.026666666666667,-0.016000000000000007,1739823776.9996548,780.0,100.60095942015163,1006.0259399414062,25.0,1739823724.141765,nan
1739823778.0867655,193.531,0.386,0.047,0.068,1739823778.0169215,81.05,-3.2,1739823777.8912559,0,1739823778.1126678,8.040000000000001,-0.016000000000000007,1739823777.974036,780.0,100.60408444995468,1006.0309448242188,25.0,1739823724.141765,nan
1739823779.077136,192.482,0.386,0.047,0.068,1739823779.0083177,81.05,-3.1,1739823778.8945897,0,1739823779.1189935,7.853333333333335,-0.016000000000000007,1739823778.9823864,780.0,100.60095942015163,1006.0104370117188,25.0,1739823724.141765,nan
1739823780.0993874,192.482,0.386,0.054,0.068,1739823780.0166385,81.07,-3.0,1739823779.8979287,0,1739823780.1093905,7.133333333333334,-0.01773333333333333,1739823779.993699,780.0,100.60095942015163,1006.023193359375,25.0,1739823724.141765,nan
1739823781.1216712,192.482,0.386,0.054,0.07,1739823781.0249314,81.07,-3.0,1739823780.8962705,0,1739823781.1156874,8.24,-0.01573333333333334,1739823780.9800482,780.0,100.60408444995468,1006.0333251953125,25.0,1739823724.141765,nan
1739823782.0482547,192.052,0.386,0.045,0.078,1739823782.0163326,81.07,-2.9,1739823781.8976135,0,1739823782.1230154,7.733333333333332,-0.016000000000000007,1739823781.9853811,780.0,100.60408444995468,1006.0372314453125,25.0,1739823724.141765,nan
1739823783.0545394,192.052,0.386,0.045,0.078,1739823783.02462,81.07,-2.8,1739823782.9009478,0,1739823783.1133835,8.08,-0.01693333333333333,1739823782.9946992,780.0,100.60408444995468,1006.0574951171875,25.0,1739823724.141765,nan
1739823784.0929081,191.54,0.385,0.045,0.078,1739823784.0161116,81.07,-2.7,1739823783.888483,0,1739823784.1038785,7.853333333333335,-0.015066666666666673,1739823783.9822018,780.0,100.60408444995468,1006.0478515625,25.0,1739823724.141765,nan
1739823785.0509846,191.54,0.385,0.054,0.07,1739823785.0250514,81.06,-2.7,1739823784.8987002,0,1739823785.111128,8.040000000000001,-0.016000000000000007,1739823785.0004299,780.0,100.60408444995468,1006.03271484375,25.0,1739823724.141765,nan
1739823786.1058648,192.521,0.386,0.054,0.07,1739823786.017149,81.06,-2.7,1739823785.9016366,0,1739823786.1169786,8.0,-0.016800000000000006,1739823785.99548,780.0,100.60408444995468,1006.0390014648438,25.0,1739823724.141765,nan
1739823787.063741,192.521,0.386,0.064,0.067,1739823787.0093415,81.05,-2.7,1739823786.893215,0,1739823787.1081374,7.560000000000001,-0.016799999999999995,1739823786.9909556,780.0,100.60408444995468,1006.0453491210938,25.0,1739823724.141765,nan
1739823788.0405161,192.521,0.386,0.064,0.067,1739823788.016924,81.07,-2.7,1739823787.893153,0,1739823788.1152532,7.959999999999999,-0.015200000000000007,1739823787.9937239,780.0,100.60720947975774,1006.0759887695312,25.0,1739823724.141765,nan
1739823789.076774,191.734,0.386,0.062,0.067,1739823789.0257845,81.06,-2.7,1739823788.9043403,0,1739823789.1219985,7.64,-0.016000000000000007,1739823788.9990602,780.0,100.60720947975774,1006.0591430664062,25.0,1739823724.141765,nan
1739823790.0846999,191.734,0.386,0.062,0.065,1739823790.032799,81.06,-2.8,1739823789.9044006,0,1739823790.128732,8.386666666666668,-0.015200000000000003,1739823790.0011432,780.0,100.60720947975774,1006.0709838867188,25.0,1739823724.141765,nan
1739823791.0755582,195.337,0.386,0.065,0.065,1739823791.025427,81.07,-2.8,1739823790.8993967,0,1739823791.1194432,8.226666666666665,-0.01626666666666667,1739823790.9971032,780.0,100.60408444995468,1006.0554809570312,25.0,1739823724.141765,nan
1739823792.114053,195.337,0.386,0.065,0.07,1739823792.0188277,81.07,-2.9,1739823791.8993943,0,1739823792.1260204,7.959999999999998,-0.01573333333333334,1739823791.9991329,780.0,100.60408444995468,1006.0455932617188,25.0,1739823724.141765,nan
1739823793.0560977,193.331,0.386,0.065,0.07,1739823793.027228,81.07,-2.9,1739823792.907203,0,1739823793.133033,8.079999999999998,-0.01693333333333333,1739823792.9870727,780.0,100.60408444995468,1006.053466796875,25.0,1739823724.141765,nan
1739823794.0785172,193.331,0.386,0.079,0.066,1739823794.0345082,81.06,-3.0,1739823793.9121532,0,1739823794.1241884,8.319999999999999,-0.016799999999999995,1739823793.9962685,780.0,100.60408444995468,1006.0449829101562,25.0,1739823724.141765,nan
1739823795.0537293,192.512,0.386,0.079,0.066,1739823795.0261626,81.06,-3.1,1739823794.9057136,0,1739823795.1299932,8.186666666666666,-0.015866666666666675,1739823795.0054812,780.0,100.60408444995468,1006.0501098632812,25.0,1739823724.141765,nan
1739823796.0745451,192.512,0.386,0.091,0.063,1739823796.018386,81.06,-3.1,1739823795.900779,0,1739823796.120385,8.493333333333334,-0.016799999999999995,1739823795.9954977,780.0,100.60720947975774,1006.0664672851562,25.0,1739823724.141765,nan
1739823797.0638986,189.637,0.386,0.091,0.063,1739823797.0265749,81.06,-3.1,1739823796.9058309,0,1739823797.127135,7.786666666666665,-0.016000000000000007,1739823796.999073,780.0,100.60408444995468,1006.0474853515625,25.0,1739823724.141765,nan
1739823798.103609,189.637,0.386,0.046,0.063,1739823798.0358481,81.06,-3.1,1739823797.9070153,0,1739823798.118559,7.880000000000002,-0.016799999999999995,1739823797.9877925,780.0,100.60408444995468,1006.0494995117188,25.0,1739823724.141765,nan
1739823799.0620549,189.637,0.386,0.046,0.067,1739823799.0276244,81.05,-3.1,1739823798.9057322,0,1739823799.1263523,7.839999999999999,-0.016000000000000007,1739823798.9943876,780.0,100.60720947975774,1006.07275390625,25.0,1739823724.141765,nan
1739823800.1792965,191.741,0.386,0.05,0.067,1739823800.0206282,81.08,-3.0,1739823799.9032817,0,1739823800.1206205,7.533333333333333,-0.016000000000000007,1739823799.9711323,780.0,100.60095942015163,1006.021728515625,25.0,1739823724.141765,nan
1739823801.0617142,191.741,0.386,0.05,0.062,1739823801.0283113,81.07,-2.9,1739823800.901567,0,1739823801.121256,8.533333333333333,-0.01613333333333334,1739823800.994254,780.0,100.60408444995468,1006.0512084960938,25.0,1739823724.141765,nan
1739823802.0820496,192.53,0.385,0.05,0.062,1739823802.0208914,81.06,-2.8,1739823801.900598,0,1739823802.1131206,8.319999999999999,-0.017200000000000003,1739823802.0016074,780.0,100.60408444995468,1006.042724609375,25.0,1739823724.141765,nan
1739823803.0558686,192.53,0.385,0.061,0.068,1739823803.029115,81.07,-2.7,1739823802.9016013,0,1739823803.1198902,7.04,-0.016000000000000007,1739823803.0017319,780.0,100.60408444995468,1006.0592651367188,25.0,1739823724.141765,nan
1739823804.076201,193.783,0.385,0.061,0.068,1739823804.021776,81.07,-2.7,1739823803.90004,0,1739823804.126165,8.346666666666668,-0.01613333333333334,1739823803.9972796,780.0,100.60408444995468,1006.0488891601562,25.0,1739823724.141765,nan
1739823805.0836544,193.783,0.385,0.071,0.06,1739823805.0297346,81.06,-2.6,1739823804.9029527,0,1739823805.1183212,7.639999999999998,-0.01613333333333334,1739823804.9976995,780.0,100.60720947975774,1006.0758666992188,25.0,1739823724.141765,nan
1739823806.10737,193.783,0.385,0.071,0.06,1739823806.023536,81.06,-2.6,1739823805.902609,0,1739823806.124193,8.680000000000001,-0.016000000000000007,1739823805.9952989,780.0,100.60720947975774,1006.0732421875,25.0,1739823724.141765,nan
1739823807.0490801,194.268,0.386,0.071,0.06,1739823807.0145075,81.06,-2.5,1739823806.897278,0,1739823807.1145577,8.373333333333335,-0.01613333333333334,1739823806.9890933,780.0,100.60720947975774,1006.0753784179688,25.0,1739823724.141765,nan
1739823808.0377946,194.268,0.386,0.077,0.066,1739823808.0072367,81.07,-2.6,1739823807.893888,0,1739823808.1048388,7.946666666666667,-0.016000000000000007,1739823807.9749792,780.0,100.60720947975774,1006.0830078125,25.0,1739823724.141765,nan
1739823809.1104302,191.372,0.385,0.077,0.066,1739823809.0164256,81.04,-2.6,1739823808.8897939,0,1739823809.1123924,7.639999999999999,-0.016000000000000007,1739823808.9790235,780.0,100.61033450956081,1006.1175537109375,25.0,1739823724.141765,nan
1739823810.054643,191.372,0.385,0.076,0.063,1739823810.0228775,81.07,-2.6,1739823809.90845,0,1739823810.1358278,8.066666666666666,-0.014533333333333339,1739823810.0021849,780.0,100.61033450956081,1006.1031494140625,25.0,1739823724.141765,nan
1739823811.0894077,191.372,0.385,0.076,0.063,1739823811.0152621,81.06,-2.7,1739823810.902063,0,1739823811.1253755,7.453333333333336,-0.01613333333333334,1739823811.002075,780.0,100.60720947975774,1006.0899047851562,25.0,1739823724.141765,nan
1739823812.0809314,191.387,0.386,0.089,0.063,1739823812.0241373,81.05,-2.7,1739823811.9086533,0,1739823812.1312253,7.933333333333332,-0.016000000000000007,1739823811.99872,780.0,100.61033450956081,1006.1085205078125,25.0,1739823724.141765,nan
1739823813.0543709,191.387,0.386,0.089,0.084,1739823813.032307,81.07,-2.8,1739823812.90391,0,1739823813.1237795,8.120000000000001,-0.01573333333333334,1739823812.9846952,780.0,100.61033450956081,1006.1004028320312,25.0,1739823724.141765,nan
1739823814.076811,190.858,0.385,0.056,0.084,1739823814.024788,81.05,-2.9,1739823813.8995876,0,1739823814.11401,8.306666666666667,-0.016000000000000007,1739823813.9793468,780.0,100.61033450956081,1006.1200561523438,25.0,1739823724.141765,nan
1739823815.050665,190.858,0.385,0.056,0.069,1739823815.017659,81.07,-3.0,1739823814.9014804,0,1739823815.1194336,8.50666666666667,-0.016000000000000007,1739823814.9828248,780.0,100.61345953936387,1006.1471557617188,25.0,1739823724.141765,nan
1739823816.0412958,193.148,0.386,0.064,0.069,1739823816.0115368,81.06,-3.0,1739823815.8958488,0,1739823816.1107714,8.626666666666669,-0.01693333333333334,1739823815.992335,780.0,100.61345953936387,1006.1383056640625,25.0,1739823724.141765,nan
1739823817.0630527,193.148,0.386,0.064,0.079,1739823817.0182674,81.04,-3.0,1739823816.9038587,0,1739823817.1160758,7.533333333333334,-0.016266666666666672,1739823817.0006914,780.0,100.61345953936387,1006.1267700195312,25.0,1739823724.141765,nan
1739823818.1499553,191.964,0.386,0.064,0.079,1739823818.0274324,81.07,-3.0,1739823817.9037166,0,1739823818.1242502,7.799999999999999,-0.015866666666666675,1739823818.001457,780.0,100.61033450956081,1006.1213989257812,25.0,1739823724.141765,nan
1739823819.0614517,191.964,0.386,0.064,0.067,1739823819.0357096,81.07,-3.0,1739823818.9066956,0,1739823819.130695,8.04,-0.016000000000000007,1739823819.0054107,780.0,100.61033450956081,1006.109619140625,25.0,1739823724.141765,nan
1739823820.0507083,191.964,0.386,0.064,0.067,1739823820.028126,81.05,-2.9,1739823819.9081163,0,1739823820.1210804,7.640000000000002,-0.015866666666666675,1739823819.9879017,780.0,100.61033450956081,1006.1206665039062,25.0,1739823724.141765,nan
1739823821.0599077,192.103,0.386,0.064,0.067,1739823821.0205185,81.03,-2.9,1739823820.9019105,0,1739823821.1275163,7.959999999999997,-0.016000000000000007,1739823820.9940886,780.0,100.61345953936387,1006.1295166015625,25.0,1739823724.141765,nan
1739823822.0657578,192.103,0.386,0.059,0.074,1739823822.0285451,81.05,-2.8,1739823821.9056668,0,1739823822.117685,7.679999999999997,-0.016000000000000007,1739823821.9972448,780.0,100.61033450956081,1006.109130859375,25.0,1739823724.141765,nan
1739823823.0548482,192.103,0.386,0.059,0.074,1739823823.0221014,81.05,-2.7,1739823822.903833,0,1739823823.12576,8.386666666666667,-0.01693333333333333,1739823823.0006015,780.0,100.61033450956081,1006.104736328125,25.0,1739823724.141765,nan
1739823824.0448103,190.88,0.385,0.067,0.069,1739823824.0142379,81.07,-2.6,1739823823.895728,0,1739823824.1160789,8.066666666666668,-0.016800000000000006,1739823823.9934363,780.0,100.61033450956081,1006.087646484375,25.0,1739823724.141765,nan
1739823825.0974708,190.88,0.385,0.067,0.069,1739823825.0223022,81.05,-2.5,1739823824.9059381,0,1739823825.121519,7.493333333333336,-0.016000000000000007,1739823824.9946675,780.0,100.61033450956081,1006.0980224609375,25.0,1739823724.141765,nan
1739823826.0728223,190.655,0.386,0.075,0.068,1739823826.0141208,81.04,-2.5,1739823825.8968832,0,1739823826.112347,7.959999999999998,-0.016000000000000007,1739823825.9876404,780.0,100.61033450956081,1006.0911254882812,25.0,1739823724.141765,nan
1739823827.1111274,190.655,0.386,0.075,0.068,1739823827.022323,81.05,-2.5,1739823826.8986208,0,1739823827.1209078,7.866666666666666,-0.017199999999999997,1739823826.9784074,780.0,100.60408444995468,1006.0635986328125,25.0,1739823724.141765,nan
1739823828.1173284,190.826,0.385,0.042,0.068,1739823828.030997,81.07,-2.5,1739823827.909105,0,1739823828.1279383,8.546666666666669,-0.015866666666666675,1739823828.0034742,780.0,100.61033450956081,1006.1033935546875,25.0,1739823724.141765,nan
1739823829.125164,190.826,0.385,0.042,0.064,1739823829.0234928,81.06,-2.5,1739823828.9013271,0,1739823829.1169646,8.026666666666666,-0.015200000000000007,1739823828.9939816,780.0,100.60720947975774,1006.0670166015625,25.0,1739823724.141765,nan
1739823830.1789079,192.143,0.385,0.042,0.064,1739823830.0309799,81.05,-2.5,1739823829.9048429,0,1739823830.1233425,7.8,-0.016000000000000007,1739823830.0033407,780.0,100.60720947975774,1006.0695190429688,25.0,1739823724.141765,nan
1739823831.057402,192.143,0.385,0.086,0.064,1739823831.0244787,81.04,-2.6,1739823830.9043992,0,1739823831.1305573,8.186666666666664,-0.016000000000000007,1739823831.004043,780.0,100.61033450956081,1006.1175537109375,25.0,1739823724.141765,nan
1739823832.1763573,190.522,0.386,0.086,0.071,1739823832.016743,81.06,-2.6,1739823831.9006226,0,1739823832.122374,7.28,-0.016000000000000007,1739823831.9801576,780.0,100.60720947975774,1006.08203125,25.0,1739823724.141765,nan
1739823833.0562704,190.522,0.386,0.023,0.068,1739823833.0256388,81.04,-2.7,1739823832.9050252,0,1739823833.1282737,7.680000000000001,-0.016000000000000007,1739823832.9832194,780.0,100.61033450956081,1006.11328125,25.0,1739823724.141765,nan
1739823834.0598261,190.522,0.386,0.023,0.068,1739823834.0325482,81.05,-2.8,1739823833.9030032,0,1739823834.1184194,7.920000000000001,-0.01613333333333334,1739823833.987777,780.0,100.60720947975774,1006.0913696289062,25.0,1739823724.141765,nan
1739823835.0831227,191.963,0.385,0.08,0.068,1739823835.0264127,81.06,-2.9,1739823834.902812,0,1739823835.1256034,8.000000000000004,-0.016000000000000007,1739823835.0055382,780.0,100.60720947975774,1006.084228515625,25.0,1739823724.141765,nan
1739823836.0563154,191.963,0.385,0.08,0.072,1739823836.0343704,81.06,-2.9,1739823835.910298,0,1739823836.131385,7.959999999999998,-0.016000000000000007,1739823836.0040479,780.0,100.60720947975774,1006.068115234375,25.0,1739823724.141765,nan
1739823837.0954158,193.217,0.386,0.105,0.072,1739823837.0254798,81.05,-3.0,1739823836.9020348,0,1739823837.1223178,8.360000000000001,-0.01586666666666666,1739823836.9996457,780.0,100.60720947975774,1006.0851440429688,25.0,1739823724.141765,nan
1739823838.0537999,193.217,0.386,0.105,0.071,1739823838.019222,81.06,-3.1,1739823837.9048934,0,1739823838.129647,8.16,-0.015066666666666673,1739823837.9995694,780.0,100.60720947975774,1006.0919799804688,25.0,1739823724.141765,nan
1739823839.0759923,191.553,0.386,0.105,0.071,1739823839.0273094,81.05,-3.1,1739823838.9037948,0,1739823839.1199005,8.506666666666666,-0.016800000000000006,1739823839.003529,780.0,100.60720947975774,1006.0863647460938,25.0,1739823724.141765,nan
1739823840.0653908,191.553,0.385,0.059,0.08,1739823840.036015,81.06,-3.1,1739823839.9163957,0,1739823840.1424286,8.159999999999998,-0.016933333333333342,1739823839.995502,780.0,100.60720947975774,1006.0861206054688,25.0,1739823724.141765,nan
1739823841.0884824,191.553,0.385,0.059,0.08,1739823841.0270011,81.06,-3.1,1739823840.8992064,0,1739823841.1182623,7.653333333333334,-0.015200000000000007,1739823840.9700067,780.0,100.60720947975774,1006.072265625,25.0,1739823724.141765,nan
1739823842.0626528,191.563,0.385,0.059,0.08,1739823842.021003,81.06,-3.1,1739823841.8983746,0,1739823842.124884,7.693333333333334,-0.016000000000000007,1739823841.9951167,780.0,100.60408444995468,1006.0484619140625,25.0,1739823724.141765,nan
1739823843.0716074,191.563,0.385,0.047,0.069,1739823843.0128686,81.07,-3.0,1739823842.894668,0,1739823843.1158557,8.213333333333335,-0.016799999999999995,1739823842.9817955,780.0,100.60408444995468,1006.0531005859375,25.0,1739823724.141765,nan
1739823844.058409,192.993,0.384,0.047,0.069,1739823844.0362983,81.06,-3.0,1739823843.9075665,0,1739823844.1202633,8.399999999999999,-0.016000000000000007,1739823844.0107112,780.0,100.60408444995468,1006.0543823242188,25.0,1739823724.141765,nan
1739823845.0646071,192.993,0.384,0.06,0.063,1739823845.0284154,81.06,-2.9,1739823844.9053905,0,1739823845.1271122,8.026666666666666,-0.016799999999999995,1739823844.9921784,780.0,100.60408444995468,1006.0469970703125,25.0,1739823724.141765,nan
1739823846.120782,192.993,0.384,0.06,0.063,1739823846.0209548,81.06,-2.7,1739823845.9050202,0,1739823846.118756,8.573333333333334,-0.016000000000000007,1739823846.002031,780.0,100.60720947975774,1006.0609741210938,25.0,1739823724.141765,nan
1739823847.0620885,191.277,0.385,0.092,0.08,1739823847.028806,81.06,-2.6,1739823846.9111004,0,1739823847.125241,8.16,-0.01773333333333333,1739823846.9929812,780.0,100.60408444995468,1006.0465087890625,25.0,1739823724.141765,nan
1739823848.0538301,191.277,0.385,0.092,0.08,1739823848.0218816,81.06,-2.5,1739823847.8945935,0,1739823848.115164,8.533333333333333,-0.01613333333333334,1739823847.9805171,780.0,100.60408444995468,1006.0430908203125,25.0,1739823724.141765,nan
1739823849.044965,193.095,0.385,0.078,0.079,1739823849.01363,81.07,-2.4,1739823848.894737,0,1739823849.1070547,8.399999999999999,-0.01573333333333334,1739823848.9893262,780.0,100.60408444995468,1006.0556030273438,25.0,1739823724.141765,nan
