Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint,Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C)
1726875364.3322914,-0.99,-0.001,-0.006,0.021,1726875364.3322914,1.01,-2.3,1726875364.3300877,0,1726875364.3300877,-0.8,-0.008,1726875364.3322914,75.0,99.90095274426588,999.013671875,25.0
1726875365.33577,-0.99,-0.001,-0.006,0.021,1726875365.33577,1.01,-2.3,1726875365.303985,0,1726875365.3347626,-0.8,-0.008,1726875365.33577,75.0,99.90095274426588,999.013671875,25.0
1726875366.3375347,-0.99,-0.001,-0.006,0.021,1726875366.3375347,1.01,-2.3,1726875366.328535,0,1726875366.3345277,-0.8,-0.008,1726875366.3375347,75.0,99.90095274426588,999.013671875,25.0
1726875367.335558,-0.99,-0.001,-0.006,0.021,1726875367.335558,1.01,-2.3,1726875367.3313518,0,1726875367.3325427,-0.8,-0.008,1726875367.335558,75.0,99.90095274426588,999.013671875,25.0
1726875368.3799524,-0.99,-0.001,-0.006,0.021,1726875368.3799524,1.01,-2.3,1726875368.359658,0,1726875368.3611777,-0.8,-0.008,1726875368.3799524,75.0,99.90095274426588,999.013671875,25.0
1726875369.36943,-0.99,-0.001,-0.006,0.021,1726875369.3684022,1.01,-2.3,1726875369.3641686,0,1726875369.3684022,-0.8,-0.008,1726875369.36943,75.0,99.90095274426588,999.013671875,25.0
1726875370.3819745,-0.99,-0.001,-0.006,0.021,1726875370.3819745,1.01,-2.3,1726875370.3648508,0,1726875370.380955,-0.8,-0.008,1726875370.3819745,75.0,99.90095274426588,999.013671875,25.0
1726875371.3790774,-0.99,-0.001,-0.006,0.021,1726875371.3790774,1.01,-2.3,1726875371.374698,0,1726875371.3757255,-0.8,-0.008,1726875371.3790774,75.0,99.90095274426588,999.013671875,25.0
1726875372.397803,-0.99,-0.001,-0.006,0.021,1726875372.397803,1.01,-2.3,1726875372.3945951,0,1726875372.394786,-0.8,-0.008,1726875372.397803,75.0,99.90095274426588,999.013671875,25.0
1726875373.3814714,-0.99,-0.001,-0.006,0.021,1726875373.3814714,1.01,-2.3,1726875373.3784773,0,1726875373.3794756,-0.8,-0.008,1726875373.3814714,75.0,99.90095274426588,999.013671875,25.0
1726875374.3948276,-0.99,-0.001,-0.006,0.021,1726875374.393827,1.01,-2.3,1726875374.3590343,0,1726875374.3866496,-0.8,-0.008,1726875374.3948276,75.0,99.90095274426588,999.013671875,25.0
1726875375.4250717,-0.99,-0.001,-0.006,0.021,1726875375.4246018,1.01,-2.3,1726875375.414139,0,1726875375.414593,-0.8,-0.008,1726875375.4250717,75.0,99.90095274426588,999.013671875,25.0
1726875376.3976264,-0.99,-0.001,-0.006,0.021,1726875376.3976264,1.01,-2.3,1726875376.3951907,0,1726875376.3960736,-0.8,-0.008,1726875375.4250717,75.0,99.90095274426588,999.013671875,25.0
1726875377.4136994,-0.99,-0.001,-0.006,0.021,1726875377.4136994,1.01,-2.3,1726875377.3759668,0,1726875377.376767,-0.8,-0.008,1726875376.3976264,75.0,99.90095274426588,999.013671875,25.0
1726875378.4456284,-0.99,-0.001,-0.006,0.021,1726875378.4456284,1.01,-2.3,1726875378.432072,0,1726875378.433078,-0.8,-0.008,1726875378.4456284,75.0,99.90095274426588,999.013671875,25.0
1726875379.4318707,-0.99,-0.001,-0.006,0.021,1726875379.4318707,1.01,-2.3,1726875379.4281478,0,1726875379.4296176,-0.8,-0.008,1726875379.4318707,75.0,99.90095274426588,999.013671875,25.0
1726875380.4302075,-0.99,-0.001,-0.006,0.021,1726875380.4302075,1.01,-2.3,1726875380.420424,0,1726875380.4302075,-0.8,-0.008,1726875379.4318707,75.0,99.90095274426588,999.013671875,25.0
1726875381.4317408,-0.99,-0.001,-0.006,0.021,1726875381.4317408,1.01,-2.3,1726875381.4017222,0,1726875381.4307382,-0.8,-0.008,1726875381.4317408,75.0,99.90095274426588,999.013671875,25.0
1726875382.428811,-0.99,-0.001,-0.006,0.021,1726875382.428811,1.01,-2.3,1726875382.4248152,0,1726875382.4258115,-0.8,-0.008,1726875381.4317408,75.0,99.90095274426588,999.013671875,25.0
1726875383.4723659,-0.99,-0.001,-0.006,0.021,1726875383.4713676,1.01,-2.3,1726875383.4428337,0,1726875383.4486222,-0.8,-0.008,1726875383.4723659,75.0,99.90095274426588,999.013671875,25.0
1726875384.485634,-0.99,-0.001,-0.006,0.021,1726875384.4849863,1.01,-2.3,1726875384.4152327,0,1726875384.4612117,-0.8,-0.008,1726875384.485634,75.0,99.90095274426588,999.013671875,25.0
1726875385.7657895,-0.99,-0.001,-0.006,0.021,1726875385.7657895,1.01,-2.3,1726875385.668399,0,1726875385.6698372,-0.8,-0.008,1726875385.7657895,75.0,99.90095274426588,999.013671875,25.0
1726875386.5408127,-0.99,-0.001,-0.006,0.021,1726875386.5408127,1.01,-2.3,1726875386.4700737,0,1726875386.471078,-0.8,-0.008,1726875386.5408127,75.0,99.90095274426588,999.013671875,25.0
1726875387.550543,-0.99,-0.001,-0.006,0.021,1726875387.550543,1.01,-2.3,1726875387.5198846,0,1726875387.521333,-0.8,-0.008,1726875387.550543,75.0,99.90095274426588,999.013671875,25.0
1726875388.5857358,-0.99,-0.001,-0.006,0.021,1726875388.5852368,1.01,-2.3,1726875388.5004332,0,1726875388.517329,-0.8,-0.008,1726875388.5857358,75.0,99.90095274426588,999.013671875,25.0
1726875389.5178316,-0.99,-0.001,-0.006,0.021,1726875389.5178316,1.01,-2.3,1726875389.492407,0,1726875389.5104926,-0.8,-0.008,1726875389.5178316,75.0,99.90095274426588,999.013671875,25.0
1726875390.5498505,-0.99,-0.001,-0.006,0.021,1726875390.5498505,1.01,-2.3,1726875390.5340123,0,1726875390.535014,-0.8,-0.008,1726875390.5498505,75.0,99.90095274426588,999.013671875,25.0
1726875391.5646648,-0.99,-0.001,-0.006,0.021,1726875391.5646648,1.01,-2.3,1726875391.5180593,0,1726875391.5190597,-0.8,-0.008,1726875391.5646648,75.0,99.90095274426588,999.013671875,25.0
1726875392.5682752,-0.99,-0.001,-0.006,0.021,1726875392.5682752,1.01,-2.3,1726875392.533598,0,1726875392.5340323,-0.8,-0.008,1726875392.5682752,75.0,99.90095274426588,999.013671875,25.0
1726875393.5568898,-0.99,-0.001,-0.006,0.021,1726875393.5558815,1.01,-2.3,1726875393.5204499,0,1726875393.529401,-0.8,-0.008,1726875393.5568898,75.0,99.90095274426588,999.013671875,25.0
1726875394.5684323,-0.99,-0.001,-0.006,0.021,1726875394.5684323,1.01,-2.3,1726875394.5296812,0,1726875394.531331,-0.8,-0.008,1726875394.5684323,75.0,99.90095274426588,999.013671875,25.0
1726875395.6395397,-0.99,-0.001,-0.006,0.021,1726875395.6395397,1.01,-2.3,1726875395.6191235,0,1726875395.6385396,-0.8,-0.008,1726875395.6395397,75.0,99.90095274426588,999.013671875,25.0
1726875396.5452917,-0.99,-0.001,-0.006,0.021,1726875396.5452917,1.01,-2.3,1726875396.5232427,0,1726875396.5444303,-0.8,-0.008,1726875396.5452917,75.0,99.90095274426588,999.013671875,25.0
1726875397.5426507,-0.99,-0.001,-0.006,0.021,1726875397.5426507,1.01,-2.3,1726875397.5415702,0,1726875397.5415702,-0.8,-0.008,1726875397.5426507,75.0,99.90095274426588,999.013671875,25.0
1726875398.5529563,-0.99,-0.001,-0.006,0.021,1726875398.5529563,1.01,-2.3,1726875398.5196614,0,1726875398.5504386,-0.8,-0.008,1726875398.5539541,75.0,99.90095274426588,999.013671875,25.0
1726875399.5460978,-0.99,-0.001,-0.006,0.021,1726875399.5460978,1.01,-2.3,1726875399.5426369,0,1726875399.5451694,-0.8,-0.008,1726875398.5539541,75.0,99.90095274426588,999.013671875,25.0
1726875400.571379,-0.99,-0.001,-0.006,0.021,1726875400.571379,1.01,-2.3,1726875400.5697236,0,1726875400.570615,-0.8,-0.008,1726875400.571379,75.0,99.90095274426588,999.013671875,25.0
1726875401.6093102,-0.99,-0.001,-0.006,0.021,1726875401.6093102,1.01,-2.3,1726875401.5813775,0,1726875401.582377,-0.8,-0.008,1726875401.609812,75.0,99.90095274426588,999.013671875,25.0
1726875402.5967517,-0.99,-0.001,-0.006,0.021,1726875402.5967517,1.01,-2.3,1726875402.581884,0,1726875402.5960853,-0.8,-0.008,1726875402.5967517,75.0,99.90095274426588,999.013671875,25.0
1726875403.6126254,-0.99,-0.001,-0.006,0.021,1726875403.6126254,1.01,-2.3,1726875403.5786643,0,1726875403.6028998,-0.8,-0.008,1726875403.6126254,75.0,99.90095274426588,999.013671875,25.0
1726875404.6436923,-0.99,-0.001,-0.006,0.021,1726875404.6436923,1.01,-2.3,1726875404.599748,0,1726875404.6292949,-0.8,-0.008,1726875403.6126254,75.0,99.90095274426588,999.013671875,25.0
1726875405.645253,-0.99,-0.001,-0.006,0.021,1726875405.6447525,1.01,-2.3,1726875405.6228583,0,1726875405.6244574,-0.8,-0.008,1726875405.645253,75.0,99.90095274426588,999.013671875,25.0
1726875406.6314628,-0.99,-0.001,-0.006,0.021,1726875406.6309118,1.01,-2.3,1726875406.6211946,0,1726875406.6280634,-0.8,-0.008,1726875406.6314628,75.0,99.90095274426588,999.013671875,25.0
1726875407.6431556,-0.99,-0.001,-0.006,0.021,1726875407.6431556,1.01,-2.3,1726875407.6300514,0,1726875407.6314158,-0.8,-0.008,1726875407.6431556,75.0,99.90095274426588,999.013671875,25.0
1726875408.6372173,-0.99,-0.001,-0.006,0.021,1726875408.6372173,1.01,-2.3,1726875408.6071315,0,1726875408.6339035,-0.8,-0.008,1726875408.6372173,75.0,99.90095274426588,999.013671875,25.0
1726875591.9141939,-0.99,-0.001,-0.006,0.021,1726875591.904049,1.01,-2.3,1726875591.8980393,0,1726875591.904049,-0.8,-0.008,1726875591.9149642,75.0,99.90095274426588,999.013671875,25.0
1726875648.9256577,-0.99,-0.001,-0.006,0.021,1726875648.9256577,1.01,-2.3,1726875648.9237847,0,1726875648.9246693,-0.8,-0.008,1726875648.9256577,75.0,99.90095274426588,999.013671875,25.0
1726875649.9048765,-0.99,-0.001,-0.006,0.021,1726875649.9048765,1.01,-2.3,1726875649.902873,0,1726875649.9038787,-0.8,-0.008,1726875649.9048765,75.0,99.90095274426588,999.013671875,25.0
1726875650.921399,-0.99,-0.001,-0.006,0.021,1726875650.921399,1.01,-2.3,1726875650.919396,0,1726875650.920397,-0.8,-0.008,1726875650.921399,75.0,99.90095274426588,999.013671875,25.0
1726875651.9439154,-0.99,-0.001,-0.006,0.021,1726875651.9439154,1.01,-2.3,1726875651.895304,0,1726875651.938805,-0.8,-0.008,1726875651.9439154,75.0,99.90095274426588,999.013671875,25.0
1726875652.9399672,-0.99,-0.001,-0.006,0.021,1726875652.9399672,1.01,-2.3,1726875652.9352725,0,1726875652.9389675,-0.8,-0.008,1726875652.9399672,75.0,99.90095274426588,999.013671875,25.0
1726875653.9522393,-0.99,-0.001,-0.006,0.021,1726875653.9522393,1.01,-2.3,1726875653.9065948,0,1726875653.9496205,-0.8,-0.008,1726875653.9522393,75.0,99.90095274426588,999.013671875,25.0
1726875655.949668,-0.99,-0.001,-0.006,0.021,1726875655.949668,1.01,-2.3,1726875655.896839,0,1726875655.946697,-0.8,-0.008,1726875655.949668,75.0,99.90095274426588,999.013671875,25.0
1726875656.9384828,-0.99,-0.001,-0.006,0.021,1726875656.9384828,1.01,-2.3,1726875656.9352822,0,1726875656.937453,-0.8,-0.008,1726875656.9384828,75.0,99.90095274426588,999.013671875,25.0
1726875657.950837,-0.99,-0.001,-0.006,0.021,1726875657.950837,1.01,-2.3,1726875657.9470108,0,1726875657.9499998,-0.8,-0.008,1726875657.950837,75.0,99.90095274426588,999.013671875,25.0
1726875658.9495294,-0.99,-0.001,-0.006,0.021,1726875658.9495294,1.01,-2.3,1726875658.9455378,0,1726875658.9465346,-0.8,-0.008,1726875658.9495294,75.0,99.90095274426588,999.013671875,25.0
1726875659.9394493,-0.99,-0.001,-0.006,0.021,1726875659.9394493,1.01,-2.3,1726875659.9240239,0,1726875659.937041,-0.8,-0.008,1726875658.9495294,75.0,99.90095274426588,999.013671875,25.0
1726875665.9484017,-0.99,-0.001,-0.006,0.021,1726875665.9484017,1.01,-2.3,1726875665.9319272,0,1726875665.9474018,-0.8,-0.008,1726875665.9484017,75.0,99.90095274426588,999.013671875,25.0
1726875666.9610999,-0.99,-0.001,-0.006,0.021,1726875666.9610999,1.01,-2.3,1726875666.956098,0,1726875666.957099,-0.8,-0.008,1726875666.9610999,75.0,99.90095274426588,999.013671875,25.0
1726875667.9500902,-0.99,-0.001,-0.006,0.021,1726875667.9500902,1.01,-2.3,1726875667.9406106,0,1726875667.949,-0.8,-0.008,1726875667.9500902,75.0,99.90095274426588,999.013671875,25.0
1726875668.9615347,-0.99,-0.001,-0.006,0.021,1726875668.9615347,1.01,-2.3,1726875668.9555323,0,1726875668.9565372,-0.8,-0.008,1726875668.9615347,75.0,99.90095274426588,999.013671875,25.0
1726875669.987111,-0.99,-0.001,-0.006,0.021,1726875669.9866626,1.01,-2.3,1726875669.9786923,0,1726875669.979685,-0.8,-0.008,1726875669.987111,75.0,99.90095274426588,999.013671875,25.0
1726875670.9707444,-0.99,-0.001,-0.006,0.021,1726875670.9707444,1.01,-2.3,1726875670.967745,0,1726875670.967745,-0.8,-0.008,1726875670.9717462,75.0,99.90095274426588,999.013671875,25.0
1726875832.8052776,-0.99,-0.001,-0.006,0.021,1726875832.8052776,1.01,-2.3,1726875832.8009198,0,1726875832.8042817,-0.8,-0.008,1726875832.8052776,75.0,99.90095274426588,999.013671875,25.0
1726875833.7838213,-0.99,-0.001,-0.006,0.021,1726875833.7838213,1.01,-2.3,1726875833.780309,0,1726875833.782633,-0.8,-0.008,1726875833.7848222,75.0,99.90095274426588,999.013671875,25.0
1726875834.792229,-0.99,-0.001,-0.006,0.021,1726875834.792229,1.01,-2.3,1726875834.7872205,0,1726875834.7882233,-0.8,-0.008,1726875834.792229,75.0,99.90095274426588,999.013671875,25.0
1726875835.8035717,-0.99,-0.001,-0.006,0.021,1726875835.8035717,1.01,-2.3,1726875835.7994635,0,1726875835.8030608,-0.8,-0.008,1726875835.8035717,75.0,99.90095274426588,999.013671875,25.0
1726875836.7897367,-0.99,-0.001,-0.006,0.021,1726875836.7897367,1.01,-2.3,1726875836.7773473,0,1726875836.7884846,-0.8,-0.008,1726875836.7897367,75.0,99.90095274426588,999.013671875,25.0
1726875837.800906,-0.99,-0.001,-0.006,0.021,1726875837.800906,1.01,-2.3,1726875837.7941232,0,1726875837.7956626,-0.8,-0.008,1726875837.800906,75.0,99.90095274426588,999.013671875,25.0
1726875838.7925797,-0.99,-0.001,-0.006,0.021,1726875838.7925797,1.01,-2.3,1726875838.789603,0,1726875838.79033,-0.8,-0.008,1726875838.7925797,75.0,99.90095274426588,999.013671875,25.0
1726875857.311858,-0.99,-0.001,-0.006,0.021,1726875857.311858,1.01,-2.3,1726875857.3089852,0,1726875857.3108335,-0.8,-0.008,1726875857.311858,75.0,99.90095274426588,999.013671875,25.0
1726875858.2952123,-0.99,-0.001,-0.006,0.021,1726875858.2952123,1.01,-2.3,1726875858.2911882,0,1726875858.2941854,-0.8,-0.008,1726875858.2952123,75.0,99.90095274426588,999.013671875,25.0
1726875859.3305228,-0.99,-0.001,-0.006,0.021,1726875859.3305228,1.01,-2.3,1726875859.3257575,0,1726875859.327487,-0.8,-0.008,1726875859.3305228,75.0,99.90095274426588,999.013671875,25.0
1726875860.3346257,-0.99,-0.001,-0.006,0.021,1726875860.3346257,1.01,-2.3,1726875860.330593,0,1726875860.3316264,-0.8,-0.008,1726875860.3346257,75.0,99.90095274426588,999.013671875,25.0
1726875861.340202,-0.99,-0.001,-0.006,0.021,1726875861.3397043,1.01,-2.3,1726875861.3298917,0,1726875861.3373604,-0.8,-0.008,1726875860.3346257,75.0,99.90095274426588,999.013671875,25.0
1726875862.340352,-0.99,-0.001,-0.006,0.021,1726875862.340352,1.01,-2.3,1726875862.3389852,0,1726875862.339715,-0.8,-0.008,1726875862.3408194,75.0,99.90095274426588,999.013671875,25.0
1726875863.3539684,-0.99,-0.001,-0.006,0.021,1726875863.3539684,1.01,-2.3,1726875863.350332,0,1726875863.3510094,-0.8,-0.008,1726875863.3539684,75.0,99.90095274426588,999.013671875,25.0
1726875864.356666,-0.99,-0.001,-0.006,0.021,1726875864.356666,1.01,-2.3,1726875864.339977,0,1726875864.3536408,-0.8,-0.008,1726875864.356666,75.0,99.90095274426588,999.013671875,25.0
1726875865.384912,-0.99,-0.001,-0.006,0.021,1726875865.384912,1.01,-2.3,1726875865.3536036,0,1726875865.3839083,-0.8,-0.008,1726875865.384912,75.0,99.90095274426588,999.013671875,25.0
1726875866.3736634,-0.99,-0.001,-0.006,0.021,1726875866.3736634,1.01,-2.3,1726875866.3706653,0,1726875866.3716638,-0.8,-0.008,1726875866.3736634,75.0,99.90095274426588,999.013671875,25.0
1726875867.3938215,-0.99,-0.001,-0.006,0.021,1726875867.3938215,1.01,-2.3,1726875867.3617964,0,1726875867.390084,-0.8,-0.008,1726875867.3938215,75.0,99.90095274426588,999.013671875,25.0
1726875868.3914778,-0.99,-0.001,-0.006,0.021,1726875868.3914778,1.01,-2.3,1726875868.3723218,0,1726875868.388255,-0.8,-0.008,1726875868.3914778,75.0,99.90095274426588,999.013671875,25.0
1726875869.4075413,-0.99,-0.001,-0.006,0.021,1726875869.4075413,1.01,-2.3,1726875869.3822777,0,1726875869.40602,-0.8,-0.008,1726875869.4075413,75.0,99.90095274426588,999.013671875,25.0
1726875870.4093475,-0.99,-0.001,-0.006,0.021,1726875870.4093475,1.01,-2.3,1726875870.4043999,0,1726875870.4053988,-0.8,-0.008,1726875870.4093475,75.0,99.90095274426588,999.013671875,25.0
1726875871.4043956,-0.99,-0.001,-0.006,0.021,1726875871.4043956,1.01,-2.3,1726875871.3903542,0,1726875871.399235,-0.8,-0.008,1726875871.4043956,75.0,99.90095274426588,999.013671875,25.0
1726875872.4153333,-0.99,-0.001,-0.006,0.021,1726875872.4153333,1.01,-2.3,1726875872.4049797,0,1726875872.405584,-0.8,-0.008,1726875872.4153333,75.0,99.90095274426588,999.013671875,25.0
1726875908.7258663,-0.99,-0.001,-0.006,0.021,1726875908.7258663,1.01,-2.3,1726875908.7006714,0,1726875908.7249403,-0.8,-0.008,1726875908.7258663,75.0,99.90095274426588,999.013671875,25.0
1726875909.68934,-0.99,-0.001,-0.006,0.021,1726875909.68934,1.01,-2.3,1726875909.6873507,0,1726875909.6883547,-0.8,-0.008,1726875909.690351,75.0,99.90095274426588,999.013671875,25.0
1726875910.7188418,-0.99,-0.001,-0.006,0.021,1726875910.7173853,1.01,-2.3,1726875910.7161188,0,1726875910.7173853,-0.8,-0.008,1726875910.7188418,75.0,99.90095274426588,999.013671875,25.0
1726875911.7759666,-0.99,-0.001,-0.006,0.021,1726875911.7759666,1.01,-2.3,1726875911.7456784,0,1726875911.7497518,-0.8,-0.008,1726875911.7759666,75.0,99.90095274426588,999.013671875,25.0
1726875912.761321,-0.99,-0.001,-0.006,0.021,1726875912.7603889,1.01,-2.3,1726875912.7393792,0,1726875912.7553926,-0.8,-0.008,1726875912.761321,75.0,99.90095274426588,999.013671875,25.0
1726875913.7698212,-0.99,-0.001,-0.006,0.021,1726875913.7698212,1.01,-2.3,1726875913.760885,0,1726875913.7628815,-0.8,-0.008,1726875913.7698212,75.0,99.90095274426588,999.013671875,25.0
1726875914.7701442,-0.99,-0.001,-0.006,0.021,1726875914.7699625,1.01,-2.3,1726875914.7609532,0,1726875914.7620277,-0.8,-0.008,1726875914.7701442,75.0,99.90095274426588,999.013671875,25.0
1726875915.745754,-0.99,-0.001,-0.006,0.021,1726875915.7447498,1.01,-2.3,1726875915.7389243,0,1726875915.7437525,-0.8,-0.008,1726875915.745754,75.0,99.90095274426588,999.013671875,25.0
1726875916.7469473,-0.99,-0.001,-0.006,0.021,1726875916.7459457,1.01,-2.3,1726875916.7405696,0,1726875916.7408996,-0.8,-0.008,1726875916.7469473,75.0,99.90095274426588,999.013671875,25.0
1726875917.7513502,-0.99,-0.001,-0.006,0.021,1726875917.7513502,1.01,-2.3,1726875917.744708,0,1726875917.745762,-0.8,-0.008,1726875917.7513502,75.0,99.90095274426588,999.013671875,25.0
1726875918.730003,-0.99,-0.001,-0.006,0.021,1726875918.730003,1.01,-2.3,1726875918.7250032,0,1726875918.7270064,-0.8,-0.008,1726875918.730003,75.0,99.90095274426588,999.013671875,25.0
1726875919.727118,-0.99,-0.001,-0.006,0.021,1726875919.727118,1.01,-2.3,1726875919.7215226,0,1726875919.723562,-0.8,-0.008,1726875919.727118,75.0,99.90095274426588,999.013671875,25.0
1726875920.7391782,-0.99,-0.001,-0.006,0.021,1726875920.7391782,1.01,-2.3,1726875920.7347434,0,1726875920.7356305,-0.8,-0.008,1726875920.7391782,75.0,99.90095274426588,999.013671875,25.0
1726875921.754151,-0.99,-0.001,-0.006,0.021,1726875921.754151,1.01,-2.3,1726875921.7432225,0,1726875921.7441432,-0.8,-0.008,1726875921.754151,75.0,99.90095274426588,999.013671875,25.0
1726875922.7666273,-0.99,-0.001,-0.006,0.021,1726875922.7666273,1.01,-2.3,1726875922.7600136,0,1726875922.7615929,-0.8,-0.008,1726875922.7666273,75.0,99.90095274426588,999.013671875,25.0
1726875923.7717454,-0.99,-0.001,-0.006,0.021,1726875923.7717454,1.01,-2.3,1726875923.766801,0,1726875923.7678146,-0.8,-0.008,1726875923.7717454,75.0,99.90095274426588,999.013671875,25.0
1726875924.789557,-0.99,-0.001,-0.006,0.021,1726875924.789557,1.01,-2.3,1726875924.7599583,0,1726875924.7609344,-0.8,-0.008,1726875924.789557,75.0,99.90095274426588,999.013671875,25.0
1726875925.759396,-0.99,-0.001,-0.006,0.021,1726875925.759396,1.01,-2.3,1726875925.7529442,0,1726875925.754941,-0.8,-0.008,1726875925.759396,75.0,99.90095274426588,999.013671875,25.0
1726875926.740027,-0.99,-0.001,-0.006,0.021,1726875926.7395315,1.01,-2.3,1726875926.7362053,0,1726875926.7374406,-0.8,-0.008,1726875926.740027,75.0,99.90095274426588,999.013671875,25.0
1726875927.7458253,-0.99,-0.001,-0.006,0.021,1726875927.7458253,1.01,-2.3,1726875927.740785,0,1726875927.741823,-0.8,-0.008,1726875927.7458253,75.0,99.90095274426588,999.013671875,25.0
1726875928.7749264,-0.99,-0.001,-0.006,0.021,1726875928.7749264,1.01,-2.3,1726875928.759633,0,1726875928.7608223,-0.8,-0.008,1726875928.7749264,75.0,99.90095274426588,999.013671875,25.0
1726875929.7660055,-0.99,-0.001,-0.006,0.021,1726875929.7660055,1.01,-2.3,1726875929.7594507,0,1726875929.7603836,-0.8,-0.008,1726875929.7660055,75.0,99.90095274426588,999.013671875,25.0
1726875930.8097184,-0.99,-0.001,-0.006,0.021,1726875930.8097184,1.01,-2.3,1726875930.7943983,0,1726875930.8020318,-0.8,-0.008,1726875930.8097184,75.0,99.90095274426588,999.013671875,25.0
1726875931.8289661,-0.99,-0.001,-0.006,0.021,1726875931.8289661,1.01,-2.3,1726875931.8182771,0,1726875931.820295,-0.8,-0.008,1726875931.8289661,75.0,99.90095274426588,999.013671875,25.0
1726875932.8137805,-0.99,-0.001,-0.006,0.021,1726875932.8127806,1.01,-2.3,1726875932.8104856,0,1726875932.8117237,-0.8,-0.008,1726875932.8137805,75.0,99.90095274426588,999.013671875,25.0
1726875933.8075984,-0.99,-0.001,-0.006,0.021,1726875933.8075984,1.01,-2.3,1726875933.7975907,0,1726875933.7985973,-0.8,-0.008,1726875933.8075984,75.0,99.90095274426588,999.013671875,25.0
1726875934.802154,-0.99,-0.001,-0.006,0.021,1726875934.802154,1.01,-2.3,1726875934.7898974,0,1726875934.7918963,-0.8,-0.008,1726875934.802154,75.0,99.90095274426588,999.013671875,25.0
1726875935.8203707,-0.99,-0.001,-0.006,0.021,1726875935.8203707,1.01,-2.3,1726875935.8188052,0,1726875935.8198078,-0.8,-0.008,1726875935.8203707,75.0,99.90095274426588,999.013671875,25.0
1726875936.816109,-0.99,-0.001,-0.006,0.021,1726875936.8156242,1.01,-2.3,1726875936.8093896,0,1726875936.8109283,-0.8,-0.008,1726875936.816109,75.0,99.90095274426588,999.013671875,25.0
1726875937.8108287,-0.99,-0.001,-0.006,0.021,1726875937.8108287,1.01,-2.3,1726875937.803787,0,1726875937.804871,-0.8,-0.008,1726875937.8113222,75.0,99.90095274426588,999.013671875,25.0
